id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
DTNA	DTNA	1.65083E+00	0	Unclassified	BrainSpLMD|1837;Eurexp|euxassay_010455|dorsal root ganglion, facial VII, glossopharyngeal IX, olfactory, stomach, trigeminal V, ventral grey horn, ventricular layer, vestibular component, vestibulocochlear VIII	OMIM|601239;HPO|1837|Atrial fibrillation, Autosomal dominant inheritance, Congestive heart failure, Hypoplastic left heart, Left ventricular hypertrophy, Left ventricular noncompaction, Left ventricular noncompaction cardiomyopathy, Mitral regurgitation, Patent ductus arteriosus, Sudden cardiac death, Ventricular arrhythmia, Ventricular septal defect
SLC38A3	SLC38A3	1.64922E+00	3.81E-14	Membrane transport protein	BrainSpLMD|10991;Eurexp|euxassay_019715|brain, lung, pancreas, pericardium, spinal cord	OMIM|604437
COL4A6	COL4A6	1.64853E+00	2.18E-07	Extracellular matrix protein	BrainSpLMD|1288;Eurexp|euxassay_009999|associated mesenchyme, basioccipital bone, clavicle, femur, fibula, humerus, lens, mandible, maxilla, meninges, nasal septum, orbito-sphenoid, otic capsule, petrous part, phalanx, renal/urinary system, rib, submandibular gland primordium, tibia, trunk mesenchyme, turbinate bones, vault of skull	OMIM|303631;HPO|1288|Cochlear malformation, Hearing impairment, X-linked recessive inheritance
NBPF14	NBPF14	1.64599E+00	0	Unclassified		OMIM|614003
CROT	CROT	1.64249E+00	1.44E-15	Enzyme: Acyltransferase	BrainSpLMD|54677	OMIM|606090
KIAA1161	KIAA1161	1.64037E+00	0			
NDP	NDP	1.63843E+00	1.98E-07	Growth factor	BrainSpLMD|4693;Eurexp|euxassay_009402|marginal layer	OMIM|300658;HPO|4693|Abnormal macular morphology, Abnormality of cochlea, Abnormality of the retinal vasculature, Aggressive behavior, Anterior chamber synechiae, Anxiety, Aplasia/Hypoplasia of the lens, Blindness, Cataract, Chorioretinal abnormality, Deeply set eye, Dementia, Erectile abnormalities, Exudative vitreoretinopathy, Falciform retinal fold, Glaucoma, Hallucinations, Hypoplasia of the iris, Hypotelorism, Intellectual disability, progressive, Intraretinal exudate, Irritability, Macrotia, Microphthalmia, Narrow nasal bridge, Neoplasm of the eye, Nystagmus, Opacification of the corneal stroma, Optic atrophy, Peripheral vitreous opacities, Premature birth, Psychosis, Reduced visual acuity, Remnants of the hyaloid vascular system, Retinal detachment, Retinal dysplasia, Retinal fold, Sclerocornea, Seizures, Sensorineural hearing impairment, Shallow anterior chamber, Small for gestational age, Stereotypy, Strabismus, Subretinal exudate, Vascular neoplasm, Venous insufficiency, X-linked recessive inheritance
ITM2C	ITM2C	1.63730E+00	0	Integral membrane protein	BrainSpLMD|81618	OMIM|609554
YBX3	YBX3	1.63604E+00	1.78E-14	DNA binding protein	BrainSpLMD|8531	OMIM|603437
ATP2B4	ATP2B4	1.63346E+00	0	ATPase	BrainSpLMD|493;Eurexp|euxassay_013200|lobe, ventral grey horn	OMIM|108732
LDLR	LDLR	1.62836E+00	0	Cell surface receptor	BrainSpLMD|3949;Eurexp|euxassay_010458|adrenal gland, cervical, cervico-thoracic, clavicle, hindgut, incisor, mandible, maxilla, metanephros, midgut, orbito-sphenoid, otic capsule, rib, submandibular gland primordium, thoracic, turbinate, ventral grey horn	OMIM|606945;HPO|3949|Abnormality of internal carotid artery, Angina pectoris, Aortic atherosclerosis, Autosomal dominant inheritance, Cerebral artery atherosclerosis, Corneal arcus, Coronary atherosclerosis, Dyspnea, Heart murmur, Hepatic steatosis, Hypercholesterolemia, Hyperlipidemia, Hypertension, Increased circulating low-density lipoprotein levels, Left ventricular failure, Myocardial infarction, Myocardial steatosis, Peripheral arterial stenosis, Precocious atherosclerosis, Premature arteriosclerosis, Premature coronary artery disease, Renal artery stenosis, Sudden cardiac death, Xanthelasma
WSCD1	WSCD1	1.62737E+00	4.17E-12	Integral membrane protein	BrainSpLMD|23302;Eurexp|euxassay_007047|anterior, brain, calyces, cardiac muscle, ductus deferens, incisor, inner ear, mesenchyme, molar, olfactory, optic II, pelvis, posterior, renal/urinary system, retina, spinal cord, thymus primordium, ureter, vagus X, vertebral axis muscle system, vomeronasal organ	
JPH1	JPH1	1.62672E+00	4.11E-13	Cell junction protein	BrainSpLMD|56704	OMIM|605266;HPO|56704|Areflexia, Autosomal dominant inheritance, Autosomal recessive inheritance, Axonal regeneration, Decreased motor nerve conduction velocity, Decreased number of peripheral myelinated nerve fibers, Distal amyotrophy, Distal muscle weakness, Distal sensory impairment, Heterogeneous, Infantile onset, Kyphoscoliosis, Proximal muscle weakness, Split hand, Talipes equinovarus
RP11.222A11.1	RP11.222A11.1	1.61944E+00	1.37E-08			
HEATR5A	HEATR5A	1.61666E+00	0	Unclassified	BrainSpLMD|25938;Eurexp|euxassay_011074|glossopharyngeal IX, mantle layer, neural retina, trigeminal V, ventricle	
SOX9	SOX9	1.61034E+00	0	Transcription factor	BrainSpLMD|6662;Eurexp|euxassay_002633|axial skeleton, basisphenoid bone, calyces, exoccipital bone, femur, lung, mesenchyme, naris, nasal septum, nucleus pulposus, orbito-sphenoid, pancreas, pectoral girdle and thoracic body wall, pharyngo-tympanic tube, trachea, turbinate, ventricular layer, vibrissa;BrainSpMouseDev|20444	OMIM|608160;HPO|6662|11 pairs of ribs, Abnormal heart morphology, Abnormal scrotal rugation, Abnormal sex determination, Abnormality of male internal genitalia, Abnormality of the labia, Abnormality of the pharynx, Abnormality of the scrotum, Abnormality of the uterus, Absent sternal ossification, Ambiguous genitalia, Anterior tibial bowing, Apnea, Autosomal dominant inheritance, Azoospermia, Bifid scrotum, Blepharophimosis, Cleft palate, Clitoral hypertrophy, Cryptorchidism, Decreased fertility, Decreased fertility in females, Decreased serum estradiol, Decreased testicular size, Decreased testosterone in males, Delayed puberty, Depressed nasal bridge, Depressed nasal ridge, Disproportionate short-limb short stature, Dysgerminoma, Elevated circulating follicle stimulating hormone level, Elevated circulating luteinizing hormone level, Failure to thrive, Female external genitalia in individual with 46,XY karyotype, Femoral bowing, Fibular hypoplasia, Flat face, Generalized hypotonia, Glossoptosis, Gonadal dysgenesis, Gonadoblastoma, Gynecomastia, Hearing impairment, High forehead, Hip dislocation, Hydrocephalus, Hydronephrosis, Hypergonadotropic hypogonadism, Hypertelorism, Hypogonadotrophic hypogonadism, Hypoplasia of penis, Hypoplasia of the vagina, Hypoplastic cervical vertebrae, Hypoplastic iliac wing, Hypoplastic inferior ilia, Hypoplastic scapulae, Hypospadias, Kyphoscoliosis, Laryngomalacia, Low-set ears, Macrocephaly, Male hypogonadism, Male infertility, Male pseudohermaphroditism, Micrognathia, Micropenis, Narrow chest, Neonatal respiratory distress, Neonatal short-limb short stature, Osteoporosis, Polycystic ovaries, Polyhydramnios, Poorly ossified cervical vertebrae, Primary amenorrhea, Proptosis, Recurrent fractures, Respiratory distress, Respiratory insufficiency, Scoliosis, Scrotal hypoplasia, Sex reversal, Short neck, Short palpebral fissure, Short stature, Shortening of all phalanges of fingers, Shortening of all phalanges of the toes, Skin dimples, Small abnormally formed scapulae, Small face, Sparse axillary hair, Sparse pubic hair, Streak ovary, Talipes equinovarus, Testicular dysgenesis, Thin ribs, Thoracic hypoplasia, Tibial bowing, Tracheobronchomalacia, True hermaphroditism, Upper airway obstruction, Urogenital sinus anomaly, Vanishing testis, Wide anterior fontanel
LRIG1	LRIG1	1.60979E+00	0	Cell surface receptor	BrainSpLMD|26018	OMIM|608868
LITAF	LITAF	1.60951E+00	0	Transcription factor	BrainSpLMD|9516;Eurexp|euxassay_013657|axial skeleton, incisor, molar, submandibular gland primordium, urethra, ventricular layer, vestibular component, vibrissa	OMIM|603795;HPO|9516|Autosomal dominant inheritance, Decreased motor nerve conduction velocity, Distal amyotrophy, Distal muscle weakness, Distal sensory impairment, Heterogeneous, Hypertrophic nerve changes, Hyporeflexia, Juvenile onset, Onion bulb formation, Pes cavus, Segmental peripheral demyelination/remyelination
CA12	CA12	1.60627E+00	0	Enzyme: Carbonic anhydrase	BrainSpLMD|771;Eurexp|euxassay_018906|choroid plexus, clavicle, epithelium, incisor, molar, nasal septum, olfactory, oral epithelium, submandibular gland primordium, vibrissa	OMIM|603263;HPO|771|Autosomal dominant inheritance, Autosomal recessive inheritance, Dehydration, Failure to thrive, Feeding difficulties, Hyperkalemia, Hyponatremia, Infantile onset
PPP2R5A	PPP2R5A	1.60150E+00	2.00E-06	Serine/threonine phosphatase	BrainSpLMD|5525	OMIM|601643
CTD.2266L18.1	CTD.2266L18.1	1.60103E+00	7.48E-11			
CDO1	CDO1	1.59849E+00	0	Enzyme: Oxidoreductase	BrainSpLMD|1036	OMIM|603943
OAT	OAT	1.59199E+00	0	Enzyme: Aminotransferase	BrainSpLMD|4942	OMIM|613349;HPO|4942|Abnormality of metabolism/homeostasis, Autosomal recessive inheritance, Blindness, Chorioretinal atrophy, EMG abnormality, Myopia, Nyctalopia, Posterior subcapsular cataract, Proximal muscle weakness
PAX6	PAX6	1.58705E+00	0	Transcription factor	BrainSpLMD|5080;BrainSpMouseDev|18274	SFARI||Autism, No category;OMIM|607108;HPO|5080|Abnormal best corrected visual acuity test, Abnormality of movement, Abnormality of retinal pigmentation, Abnormality of the optic disc, Abnormality of the vagina, Abnormality of vision, Amblyopia, Aniridia, Aplasia/Hypoplasia of the iris, Aplasia/Hypoplasia of the macula, Ataxia, Autosomal dominant inheritance, Autosomal recessive inheritance, Cataract, Cerebellar hypoplasia, Chorioretinal coloboma, Congenital glaucoma, Congenital nystagmus, Contiguous gene syndrome, Corneal opacity, Cryptorchidism, Displacement of the external urethral meatus, EEG abnormality, Everted lower lip vermilion, Generalized hyperpigmentation, Glaucoma, Global developmental delay, Hearing abnormality, Hypoplasia of the corpus callosum, Hypoplasia of the fovea, Hypoplasia of the iris, Hypospadias, Intellectual disability, Keratitis, Mask-like facies, Microcephaly, Micrognathia, Motor delay, Muscular hypotonia, Nephroblastoma, Nystagmus, Opacification of the corneal stroma, Optic atrophy, Optic disc hypoplasia, Optic nerve aplasia, Optic nerve coloboma, Optic nerve hypoplasia, Peripheral vitreous opacities, Peters anomaly, Postural tremor, Presenile cataracts, Pseudopapilledema, Ptosis, Reduced visual acuity, Retinal detachment, Scanning speech, Short stature, Slurred speech, Somatic mutation, Strabismus, Streak ovary, Visual impairment, Visual loss
KIAA1407	KIAA1407	1.58423E+00	6.97E-08			
NCAN	NCAN	1.58158E+00	0	Extracellular matrix protein	BrainSpLMD|1463;Eurexp|euxassay_015922|diencephalon, dorsal root ganglion, facial VII, glossopharyngeal IX, hindbrain, intermediate grey horn, midbrain, neural retina, spinal cord, telencephalon, trigeminal V, ventral grey horn, vestibulocochlear VIII	OMIM|600826
SLC1A2	SLC1A2	1.57765E+00	0	Membrane transport protein	BrainSpLMD|6506;Eurexp|euxassay_009471|brain, spinal cord;BrainSpMouseDev|20273	SFARI||Autism, No category;OMIM|600300;HPO|6506|Autosomal dominant inheritance, Cerebral atrophy, Epileptic encephalopathy, Flexion contracture, Generalized hypotonia, Global developmental delay, Hypoplasia of the corpus callosum, Intellectual disability, profound, Kyphoscoliosis, Neonatal onset, Seizures
ANGPTL1	ANGPTL1	1.57701E+00	6.35E-13	Secreted polypeptide	BrainSpLMD|9068;Eurexp|euxassay_011312|axial skeleton, basioccipital bone, basisphenoid bone, cartilaginous ring, diaphragm, greater sac, handplate, mesenchyme, midgut, naris, oesophagus, orbito-sphenoid, otic capsule, peritoneal cavity, rectum, rib, skeletal muscle, sternum, turbinate bones, valve;BrainSpMouseDev|48554	OMIM|603874
GLIPR2	GLIPR2	1.57431E+00	1.81E-07	Unclassified	BrainSpLMD|152007;Eurexp|euxassay_005658|arm, diaphragm, footplate, handplate, leg, lower leg, paraxial mesenchyme, tongue, upper leg, vertebral axis muscle system	OMIM|607141
STOX1	STOX1	1.57034E+00	1.78E-10	DNA binding protein	BrainSpLMD|219736	OMIM|609397;HPO|219736|Eclampsia, Polygenic inheritance, Preeclampsia
CD99	CD99	1.56766E+00	0	Unclassified		OMIM|450000
ETV5	ETV5	1.56675E+00	2.89E-15	Transcription regulatory protein	BrainSpLMD|2119;Eurexp|euxassay_000518|calyces, cranium, incisor, lung, otic capsule, submandibular gland primordium, testis, turbinate bones, ventricular layer;BrainSpMouseDev|68321	OMIM|601600;COSMIC||prostate
DDAH1	DDAH1	1.56319E+00	0	Enzyme: Hydrolase	BrainSpLMD|23576;Eurexp|euxassay_003952|mantle layer, ventral grey horn, ventricular layer	OMIM|604743
THBS2	THBS2	1.56187E+00	2.37E-09	Extracellular matrix protein	BrainSpLMD|7058	OMIM|188061
TFAP2C	TFAP2C	1.55923E+00	0	Transcription factor	BrainSpLMD|7022;BrainSpMouseDev|21181	OMIM|601602
MGAT4C	MGAT4C	1.55832E+00	0	Enzyme: Glucosaminyltransferase	BrainSpLMD|25834	OMIM|607385
GPM6B	GPM6B	1.55734E+00	0	Integral membrane protein	BrainSpLMD|2824;Eurexp|euxassay_011476|intermediate grey horn, mantle layer, marginal layer, ventral grey horn, ventricular layer	OMIM|300051
COMT	COMT	1.55706E+00	0	Enzyme: Acyltransferase	BrainSpLMD|1312;Eurexp|euxassay_018193|basal columns, dorsal root ganglion, facial VII, glossopharyngeal IX, liver, mantle layer, thymus primordium, trigeminal V, vagus X;BrainSpMouseDev|12629	OMIM|116790;HPO|1312|Abnormal aortic arch morphology, Abnormal pulmonary valve morphology, Abnormality of the pharynx, Abnormality of the tonsils, Acne, Arachnodactyly, Atrial septal defect, Attention deficit hyperactivity disorder, Bulbous nose, Carious teeth, Chronic otitis media, Cleft palate, Conductive hearing impairment, Constipation, Corneal neovascularization, Dysphasia, Epicanthus, Global developmental delay, Hypocalcemia, Hypoparathyroidism, Hypoplasia of the thymus, Immunodeficiency, Impaired T cell function, Intellectual disability, mild, Long face, Long philtrum, Low-set ears, Malar flattening, Muscular hypotonia, Myalgia, Nasal speech, Occipital myelomeningocele, Overfolded helix, Platybasia, Posterior embryotoxon, Prominent nasal bridge, Ptosis, Renal hypoplasia, Seborrheic dermatitis, Short neck, Short stature, Small earlobe, Specific learning disability, Telecanthus, Tetany, Tetralogy of Fallot, Truncus arteriosus, Upslanted palpebral fissure, Ventricular septal defect, Wide nasal bridge
PHGDH	PHGDH	1.55685E+00	1.11E-16	Enzyme: Dehydrogenase	BrainSpLMD|26227	OMIM|606879;HPO|26227|Ablepharon, Abnormality of the philtrum, Absent eyelashes, Absent septum pellucidum, Adducted thumb, Agenesis of corpus callosum, Ambiguous genitalia, Aplasia/Hypoplasia involving the skeletal musculature, Autosomal recessive inheritance, Bifid uterus, Broad foot, Calcaneovalgus deformity, Camptodactyly, Cataract, Cerebellar hypoplasia, Cerebral dysmyelination, Choroid plexus cyst, Cleft palate, Cleft upper lip, Clinodactyly, Congenital cataract, Congenital microcephaly, Cryptorchidism, Dandy-Walker malformation, Decreased fetal movement, Decreased testicular size, Depressed nasal ridge, Everted lower lip vermilion, External genital hypoplasia, Finger syndactyly, Generalized edema, Growth delay, Hydranencephaly, Hypertelorism, Hypogonadism, Hypsarrhythmia, Ichthyosis, Intellectual disability, Intrauterine growth retardation, Joint contracture of the hand, Lack of skin elasticity, Large hands, Lissencephaly, Macrogyria, Macrotia, Megaloblastic anemia, Microcephaly, Micrognathia, Micromelia, Microphthalmia, Muscle cramps, Muscular dystrophy, Nystagmus, Opisthotonus, Pachygyria, Patent ductus arteriosus, Patent foramen ovale, Polyhydramnios, Polymicrogyria, Proptosis, Pterygium, Pulmonary hypoplasia, Radial deviation of finger, Renal agenesis, Rocker bottom foot, Seizures, Short neck, Short umbilical cord, Skeletal muscle atrophy, Sloping forehead, Small placenta, Spastic tetraplegia, Spina bifida, Stillbirth, Thick lower lip vermilion, Thick vermilion border, Thrombocytopenia, Toe syndactyly, Transposition of the great arteries, Trismus, Ventricular septal defect, Yellow subcutaneous tissue covered by thin, scaly skin
CRYZ	CRYZ	1.55296E+00	9.80E-13	Enzyme: Oxidoreductase	BrainSpLMD|1429	OMIM|123691
TTC8	TTC8	1.55032E+00	1.59E-07	Unclassified	BrainSpLMD|123016;Eurexp|euxassay_003120|olfactory, ventricular layer	OMIM|608132;HPO|123016|Abnormal electroretinogram, Abnormal light- and dark-adapted electroretinogram, Abnormality of retinal pigmentation, Abnormality of the retinal vasculature, Abnormality of the testis, Anteverted nares, Attenuation of retinal blood vessels, Atypical scarring of skin, Autosomal recessive inheritance, Blindness, Bone spicule pigmentation of the retina, Brachycephaly, Cataract, Cognitive impairment, Conductive hearing impairment, Glaucoma, Global developmental delay, Hyperinsulinemia, Hypertension, Hypogonadism, Hypoplasia of penis, Hypoplasia of the ovary, Hypospadias, Intellectual disability, Keratoconus, Macular degeneration, Multicystic kidney dysplasia, Nyctalopia, Nystagmus, Obesity, Ophthalmoplegia, Optic atrophy, Photophobia, Pigmentary retinopathy, Polydactyly, Postaxial hand polydactyly, Progressive night blindness, Reduced visual acuity, Rod-cone dystrophy, Sensorineural hearing impairment, Severe Myopia, Short stature, Visual impairment, Wide nasal bridge
NFE2L1	NFE2L1	1.54614E+00	2.05E-09	Transcription factor	BrainSpLMD|4779;BrainSpMouseDev|17790	OMIM|163260
PHF11	PHF11	1.54535E+00	2.34E-08	DNA binding protein	BrainSpLMD|51131;Eurexp|euxassay_003051|axial muscle, incisor, orbito-sphenoid, submandibular gland primordium, thymus primordium, vibrissa	OMIM|607796
CYP51A1	CYP51A1	1.54452E+00	0	Unclassified	BrainSpLMD|1595;Eurexp|euxassay_010645|adrenal gland, brain, cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, incisor, mandible, maxilla, molar, neural retina, spinal cord, testis, thoracic, trigeminal V, vibrissa	OMIM|601637
VCL	VCL	1.54177E+00	1.54E-11	Cytoskeletal associated protein	BrainSpLMD|7414	OMIM|193065;HPO|7414|Autosomal dominant inheritance, Congestive heart failure, Dilated cardiomyopathy, Dyspnea, Endocardial fibrosis, Hypertrophic cardiomyopathy
PLTP	PLTP	1.54083E+00	7.81E-13	Transport/cargo protein	BrainSpLMD|5360	OMIM|172425
PON2	PON2	1.53987E+00	0	Enzyme: Esterase	BrainSpLMD|5445	OMIM|602447;HPO|5445|Amyotrophic lateral sclerosis, Anxiety, Depressivity, Dyspnea, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Muscle cramps, Neurodegeneration, Pain, Paralysis, Respiratory failure, Skeletal muscle atrophy, Spasticity, Xerostomia
ZFP36L2	ZFP36L2	1.53900E+00	0	Transcription factor	BrainSpLMD|678	OMIM|612053
FAM120C	FAM120C	1.53476E+00	1.19E-06	Integral membrane protein	BrainSpLMD|54954	OMIM|300741
AXL	AXL	1.53370E+00	0	Receptor tyrosine kinase	BrainSpLMD|558;Eurexp|euxassay_001756|cardiovascular system, gland, head mesenchyme, integumental system, mesenchyme, skeleton, tail, vertebral axis muscle system, visceral organ;BrainSpMouseDev|26110	OMIM|109135;HPO|558|Autosomal dominant inheritance, Autosomal recessive inheritance, Cryptorchidism, Decreased testicular size, Gynecomastia, Hypogonadotrophic hypogonadism, Micropenis, Primary amenorrhea, Sparse axillary hair, Sparse pubic hair
SALL3	SALL3	1.52796E+00	0	DNA binding protein	BrainSpLMD|27164;Eurexp|euxassay_010911|cochlea, glomeruli, inner ear, lip, mantle layer, medulla oblongata, palatal shelf, penis, utricle, valve, ventricular layer;BrainSpMouseDev|20451	OMIM|605079
LGALS3BP	LGALS3BP	1.52565E+00	0	Extracellular matrix protein	BrainSpLMD|3959;Eurexp|euxassay_002816|axial muscle, choroid plexus, foregut-midgut junction, hindgut, integumental system, lateral recess, lobe, midgut, pancreas, rectum, renal/urinary system, stomach, thymus primordium	OMIM|600626
BOC	BOC	1.52394E+00	1.03E-07	Cell surface receptor	BrainSpLMD|91653;Eurexp|euxassay_005272|intermediate grey horn, mantle layer, marginal layer, mesenchyme, trachea, ventricular layer;BrainSpMouseDev|78669	OMIM|608708
CREB5	CREB5	1.52356E+00	0	Transcription factor	BrainSpLMD|9586;Eurexp|euxassay_016386|axial skeleton, oral epithelium	
SPATA6	SPATA6	1.52326E+00	2.27E-11	Unclassified	BrainSpLMD|54558	OMIM|613947
DNMBP	DNMBP	1.51615E+00	2.32E-06	Guanine nucleotide exchange factor	BrainSpLMD|23268;Eurexp|euxassay_016234|lens	OMIM|611282
CTD.2514C3.1	CTD.2514C3.1	1.51173E+00	5.16E-13			
HS6ST2	HS6ST2	1.50124E+00	6.66E-16	Enzyme: Sulphotransferase	BrainSpLMD|90161;Eurexp|euxassay_014425|mantle layer, metatarsus, phalanx, ventral grey horn	OMIM|300545
PTPRG	PTPRG	1.50111E+00	9.77E-14	Receptor tyrosine phosphatase	BrainSpLMD|5793	OMIM|176886
PRDM16	PRDM16	1.49934E+00	0	Transcription factor	BrainSpLMD|63976	OMIM|605557;COSMIC||MDS, AML;HPO|63976|Abnormal morphology of the left ventricle, Absent speech, Agenesis of corpus callosum, Autism, Autosomal dominant inheritance, Brachycephaly, Brachydactyly, Camptodactyly of finger, Cerebral cortical atrophy, Clinodactyly of the 5th finger, Congestive heart failure, Constipation, Deeply set eye, Delayed cranial suture closure, Depressed nasal bridge, Depressed nasal ridge, Dilated cardiomyopathy, Dysphagia, EEG abnormality, Epicanthus, Failure to thrive, Feeding difficulties in infancy, Gait disturbance, Gastroesophageal reflux, Global developmental delay, High-grade hypermetropia, Horizontal eyebrow, Intellectual disability, Left ventricular noncompaction, Long philtrum, Low-set, posteriorly rotated ears, Microcephaly, Midface retrusion, Muscular hypotonia, Narrow mouth, Pointed chin, Poor speech, Seizures, Self-injurious behavior, Short foot, Stereotypy, Strabismus, Ventriculomegaly, Wide nasal bridge
DHCR24	DHCR24	1.49019E+00	4.89E-13	Enzyme: Reductase	BrainSpLMD|1718;Eurexp|euxassay_011628|adrenal gland, cervical, cervico-thoracic, cortex, dorsal root ganglion, facial VII, glossopharyngeal IX, hindgut, incisor, lobe, lung, mantle layer, marginal layer, midgut, molar, neural retina, olfactory, pharyngo-tympanic tube, rectum, respiratory, stomach, submandibular gland primordium, thoracic, thymus primordium, thyroid, trigeminal V, vagus X, ventral grey horn, ventricular layer, vibrissa, vomeronasal organ	OMIM|606418;HPO|1718|Absent septum pellucidum, Agenesis of corpus callosum, Anteverted nares, Arthrogryposis multiplex congenita, Autosomal recessive inheritance, Bifid uvula, Depressed nasal bridge, Failure to thrive, Feeding difficulties, Hydrocephalus, Intellectual disability, Intrauterine growth retardation, Large earlobe, Low-set, posteriorly rotated ears, Microcephaly, Micrognathia, Muscle stiffness, Narrow mouth, Nystagmus, Partial agenesis of the corpus callosum, Phenotypic variability, Relative macrocephaly, Retrognathia, Rigidity, Seizures, Severe short stature, Short nose, Spasticity, Status epilepticus, Strabismus, Submucous cleft hard palate, Ventriculomegaly
LGALS3	LGALS3	1.48621E+00	0	Transcription regulatory protein	BrainSpLMD|3958	OMIM|153619
DOCK1	DOCK1	1.48574E+00	0	Guanine nucleotide exchange factor	BrainSpLMD|1793	SFARI||Autism, 4 - Minimal evidence;OMIM|601403
ABHD3	ABHD3	1.48366E+00	1.29E-07	Unclassified	BrainSpLMD|171586;Eurexp|euxassay_005011|choroid plexus, lateral recess, mantle layer, olfactory, urethra	OMIM|612197
NOTCH3	NOTCH3	1.48255E+00	0	Cell surface receptor	BrainSpLMD|4854;BrainSpMouseDev|17898	OMIM|600276;HPO|4854|Abnormal electroretinogram, Abnormal form of the vertebral bodies, Abnormality of the hair, Abnormality of the metaphysis, Abnormality of the middle ear ossicles, Abnormality of the musculature, Abnormality of the rib cage, Abnormality of the skin, Abnormality of the skull, Abnormality of the thorax, Abnormality of visual evoked potentials, Adult onset, Amaurosis fugax, Aphasia, Arachnoid cyst, Arnold-Chiari type I malformation, Atresia of the external auditory canal, Autosomal dominant inheritance, Biconcave vertebral bodies, Bone cyst, Cerebral cortical atrophy, Cerebral ischemia, Chondrocalcinosis, Coarse hair, Coma, Conductive hearing impairment, Confusion, Cranial nerve paralysis, Craniofacial hyperostosis, Cryptorchidism, Dementia, Dental crowding, Depressivity, Developmental regression, Dolichocephaly, Downslanted palpebral fissures, Dural ectasia, EEG abnormality, Elevated serum creatine phosphokinase, Fever, Gait disturbance, Generalized hypotonia, Gingival fibromatosis, Hemiplegia, High palate, High, narrow palate, Hypertelorism, Impaired pain sensation, Inguinal hernia, Joint hyperflexibility, Joint hypermobility, Kyphosis, Leukoencephalopathy, Long philtrum, Low posterior hairline, Low-set ears, Malar flattening, Memory impairment, Meningocele, Micrognathia, Migraine, Motor delay, Narrow face, Neoplasm of the lung, Neoplasm of the skin, Nonarteritic anterior ischemic optic neuropathy, Patent ductus arteriosus, Pectus excavatum, Platybasia, Posteriorly rotated ears, Prominent metopic ridge, Pseudobulbar paralysis, Ptosis, Recurrent subcortical infarcts, Retinal arteriolar tortuosity, Sclerosis of skull base, Scoliosis, Seizures, Sensory neuropathy, Short nasal bridge, Short neck, Short stature, Smooth philtrum, Spasticity, Stroke, Subcortical dementia, Subcutaneous nodule, Syringomyelia, Umbilical hernia, Urinary incontinence, Varicose veins, Vertebral fusion, Visual impairment, Wormian bones
DOK5	DOK5	1.48077E+00	0	Adapter molecule	BrainSpLMD|55816	OMIM|608334
DENND1A	DENND1A	1.47990E+00	1.33E-15	Unclassified	BrainSpLMD|57706	OMIM|613633
HMGCS1	HMGCS1	1.47820E+00	0	Enzyme: Synthase	BrainSpLMD|3157	OMIM|142940
SLC2A3	SLC2A3	1.47783E+00	1.11E-16	Membrane transport protein	BrainSpLMD|6515	OMIM|138170;HPO|6515|Abnormality of movement, Abnormality of the voice, Behavioral abnormality, Cerebral cortical atrophy, Dementia, Developmental regression, EEG abnormality, Spasticity
FAM171B	FAM171B	1.47740E+00	0	Integral membrane protein	BrainSpLMD|165215;Eurexp|euxassay_008581|dorsal root ganglion, glossopharyngeal IX, mantle layer, olfactory, trigeminal V, ventricular layer, vestibulocochlear VIII	
TPM2	TPM2	1.47622E+00	2.64E-07	Cytoskeletal protein	BrainSpLMD|7169	OMIM|190990;HPO|7169|Abnormality of the ear, Abnormality of the hip bone, Absent phalangeal crease, Adducted thumb, Aplasia/Hypoplasia of the radius, Arthrogryposis multiplex congenita, Autosomal dominant inheritance, Autosomal recessive inheritance, Bilateral single transverse palmar creases, Bulbar palsy, Calcaneovalgus deformity, Camptodactyly, Camptodactyly of finger, Centrally nucleated skeletal muscle fibers, Childhood onset, Congenital onset, Decreased fetal movement, Difficulty walking, Dilated cardiomyopathy, Distal arthrogryposis, Downslanted palpebral fissures, Dysphagia, Elbow flexion contracture, Facial diplegia, Facial palsy, Failure to thrive, Feeding difficulties, Feeding difficulties in infancy, Flexion contracture, Generalized hypotonia, Generalized muscle weakness, Gowers sign, Heterogeneous, High palate, Hyporeflexia, Joint stiffness, Kyphoscoliosis, Limb muscle weakness, Long face, Long philtrum, Lumbar hyperlordosis, Mandibular prognathia, Metatarsus adductus, Micrognathia, Motor delay, Muscular hypotonia, Myopathic facies, Myopathy, Narrow face, Narrow mouth, Neck muscle weakness, Nemaline bodies, Neonatal hypotonia, Overlapping fingers, Pectus excavatum, Prominent nasolabial fold, Protruding ear, Proximal muscle weakness, Ptosis, Recurrent respiratory infections, Reduced tendon reflexes, Reduced vital capacity, Respiratory insufficiency, Respiratory insufficiency due to muscle weakness, Rocker bottom foot, Round ear, Scapular winging, Scoliosis, Short neck, Short stature, Skeletal muscle atrophy, Talipes, Talipes equinovarus, Tarsal synostosis, Triangular face, Type 1 fibers relatively smaller than type 2 fibers, Type 1 muscle fiber predominance, Ulnar deviation of finger, Ulnar deviation of the hand or of fingers of the hand, Ulnar deviation of the wrist, Variable expressivity, Vertebral segmentation defect, Waddling gait, Weak cry, Webbed neck, Wide nasal bridge
