id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
SLC3A2	SLC3A2	1.12680E+00	1.11E-16	Membrane transport protein	BrainSpLMD|6520;Eurexp|euxassay_007752|incisor, liver, mantle layer, meninges, midgut, molar, submandibular gland primordium, thymus primordium, vibrissa	OMIM|158070
FLNA	FLNA	1.11536E+00	2.12E-11	Anchor protein;Structural protein	BrainSpLMD|2316	OMIM|300017;COSMIC||phyllodes tumour of the breast;HPO|2316|Abdominal distention, Abnormal bleeding, Abnormal facial shape, Abnormal foot bone ossification, Abnormal form of the vertebral bodies, Abnormal hand bone ossification, Abnormal vertebral segmentation and fusion, Abnormality of dental morphology, Abnormality of metabolism/homeostasis, Abnormality of neuronal migration, Abnormality of oral frenula, Abnormality of skin pigmentation, Abnormality of the cardiac septa, Abnormality of the coagulation cascade, Abnormality of the fifth metatarsal bone, Abnormality of the heart valves, Abnormality of the metacarpal bones, Abnormality of the metaphysis, Abnormality of the pinna, Abnormality of the ribs, Absent frontal sinuses, Absent/hypoplastic paranasal sinuses, Accelerated skeletal maturation, Accessory carpal bones, Ankle contracture, Anodontia, Antegonial notching of mandible, Anterior concavity of thoracic vertebrae, Anteriorly placed odontoid process, Aortic regurgitation, Arachnodactyly, Bicuspid aortic valve, Bipartite calcaneus, Bowing of the long bones, Brachydactyly, Broad distal phalanx of the thumb, Broad face, Broad forehead, Broad hallux, Broad phalanges of the hand, Broad thumb, Bulbous tips of toes, Camptodactyly of finger, Camptodactyly of toe, Capitate-hamate fusion, Cerebellar hypoplasia, Cleft palate, Coarse facial features, Coarse hair, Coat hanger sign of ribs, Cognitive impairment, Conductive hearing impairment, Cone-shaped epiphyses of the phalanges of the hand, Congenital hip dislocation, Congestive heart failure, Constipation, Cor pulmonale, Coxa valga, Craniofacial hyperostosis, Cryptorchidism, Delayed closure of the anterior fontanelle, Delayed cranial suture closure, Delayed eruption of teeth, Delayed speech and language development, Dental malocclusion, Depressed nasal bridge, Dislocated radial head, Downslanted palpebral fissures, Elbow dislocation, Elbow flexion contracture, Failure to thrive, Feeding difficulties in infancy, Femoral bowing, Fibroma, Fibular aplasia, Flared iliac wings, Flared metaphysis, Flat face, Focal seizures, Frontal bossing, Frontal hirsutism, Fused cervical vertebrae, Gait disturbance, Gastroesophageal reflux, Genu valgum, Global developmental delay, Glossoptosis, Hearing impairment, Hernia, Heterotopia, High palate, Hip dislocation, Hirsutism, Hoarse voice, Hydrocephalus, Hydronephrosis, Hydroureter, Hypertelorism, Hypoplasia of the musculature, Hypoplastic frontal sinuses, Hypoplastic ilia, Hypoplastic scapulae, Hypospadias, Hypotrichosis, Increased bone mineral density, Increased density of long bone diaphyses, Increased mean platelet volume, Increased size of the mandible, Infantile onset, Intellectual disability, Intellectual disability, mild, Intestinal hypoplasia, Intestinal malrotation, Intestinal pseudo-obstruction, Iris coloboma, Irregular metacarpals, Joint hypermobility, Joint stiffness, Knee flexion contracture, Kyphoscoliosis, Large fontanelles, Large foramen magnum, Large forehead, Lateral femoral bowing, Limitation of joint mobility, Limited elbow extension, Limited knee flexion, Lipoatrophy, Localized skin lesion, Long fingers, Long foot, Long metacarpals, Long neck, Long phalanx of finger, Low-set ears, Macrotia, Malar flattening, Micrognathia, Midface retrusion, Misalignment of teeth, Mitral regurgitation, Mitral valve prolapse, Motor delay, Multiple impacted teeth, Multiple joint contractures, Nail dysplasia, Nail dystrophy, Narrow chest, Narrow mouth, Neonatal hypotonia, Nonossified fifth metatarsal, Obtuse angle of mandible, Oligodontia, Omphalocele, Osteolytic defects of the phalanges of the hand, Overlapping fingers, Partial fusion of carpals, Partial fusion of tarsals, Patent ductus arteriosus, Pectus excavatum, Periventricular gray matter heterotopia, Persistence of primary teeth, Pes planus, Pierre-Robin sequence, Platyspondyly, Pointed chin, Postaxial hand polydactyly, Posterior vertebral hypoplasia, Posteriorly rotated ears, Postnatal growth retardation, Prominent forehead, Prominent occiput, Prominent supraorbital ridges, Proptosis, Proximal placement of thumb, Ptosis, Pulmonary arterial hypertension, Pulmonary hypoplasia, Pyloric stenosis, Radial bowing, Radial deviation of the 2nd finger, Recurrent otitis media, Recurrent respiratory infections, Reduced number of teeth, Respiratory failure, Rocker bottom foot, Rudimentary fibula, Sandal gap, Scapular winging, Sclerosis of skull base, Scoliosis, Seizures, Selective tooth agenesis, Sensorineural hearing impairment, Short 3rd metacarpal, Short 4th metacarpal, Short 5th metacarpal, Short chin, Short chordae tendineae of the mitral valve, Short chordae tendineae of the tricuspid valve, Short clavicles, Short distal phalanx of finger, Short distal phalanx of hallux, Short distal phalanx of the thumb, Short hallux, Short humerus, Short metacarpal, Short metatarsal, Short nose, Short palm, Short ribs, Short stature, Short thumb, Short toe, Skeletal dysplasia, Skeletal muscle atrophy, Small face, Smooth philtrum, Spondylolysis, Stillbirth, Strabismus, Stridor, Stroke, Synostosis of carpal bones, Talipes equinovarus, Thick skull base, Thickened calvaria, Thin skin, Thrombocytopenia, Tibial bowing, Toe clinodactyly, Toe syndactyly, Tricuspid regurgitation, Tricuspid valve prolapse, Ulnar bowing, Ulnar deviation of finger, Underdeveloped superior crus of antihelix, Undulate clavicles, Ureteral obstruction, Ureteral stenosis, Vertical clivus, Vomiting, Wide anterior fontanel, Wide nasal bridge, Wormian bones, Wrist flexion contracture, X-linked dominant inheritance, X-linked inheritance, X-linked recessive inheritance
LAPTM4B	LAPTM4B	1.11409E+00	1.03E-05	Unclassified	BrainSpLMD|55353;Eurexp|euxassay_001940|basal plate, choroid plexus, dorsal root ganglion, incisor, lateral recess, mantle layer, submandibular gland primordium, trigeminal V, ventral grey horn, vestibulocochlear VIII;BrainSpMouseDev|76980	OMIM|613296
RP1.104O17.3	RP1.104O17.3	1.11382E+00	1.59E-10			
ANXA2P2	ANXA2P2	1.11365E+00	0		BrainSpLMD|304	
NEDD9	NEDD9	1.11284E+00	0	Adhesion molecule	BrainSpLMD|4739;Eurexp|euxassay_006351|aorta, calyces, cortex, epithelium, incisor, left lung, mesenchyme, midgut, molar, olfactory, pelvis, rectum, retina, right lung, sternum, stomach, thymus primordium, thyroid, trachea, ureter, ventricular layer, vibrissa, vomeronasal organ	OMIM|602265
MCL1	MCL1	1.10944E+00	0	Chaperone	BrainSpLMD|4170	OMIM|159552
PON2	PON2	1.10853E+00	0	Enzyme: Esterase	BrainSpLMD|5445	OMIM|602447;HPO|5445|Amyotrophic lateral sclerosis, Anxiety, Depressivity, Dyspnea, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Muscle cramps, Neurodegeneration, Pain, Paralysis, Respiratory failure, Skeletal muscle atrophy, Spasticity, Xerostomia
ORAI2	ORAI2	1.10524E+00	0.001594274	Unclassified	BrainSpLMD|80228;Eurexp|euxassay_008399|brain, dorsal root ganglion, glossopharyngeal IX, incisor, molar, naris, neural retina, olfactory, respiratory, spinal cord, thyroid, tongue, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa	OMIM|610929
DENND1A	DENND1A	1.10400E+00	0	Unclassified	BrainSpLMD|57706	OMIM|613633
CNTN3	CNTN3	1.10251E+00	8.38E-08	Immunoglobulin	Eurexp|euxassay_009023|mantle layer, marginal layer, ventral grey horn;BrainSpMouseDev|18254	SFARI||Autism, No category;OMIM|601325
MLF1	MLF1	1.10017E+00	0	Unclassified	BrainSpLMD|4291;Eurexp|euxassay_009918|choroid invagination, choroid plexus, roof plate	OMIM|601402;COSMIC||AML
FAM84A	FAM84A	1.09874E+00	2.90E-10	Unclassified	BrainSpLMD|151354;Eurexp|euxassay_003388|respiratory, submandibular gland primordium, urethra, vibrissa	OMIM|611234
ST7.OT4	ST7.OT4	1.09830E+00	4.83E-07			
WDR6	WDR6	1.09760E+00	1.95E-05	Integral membrane protein	BrainSpLMD|11180	OMIM|606031
KDM3A	KDM3A	1.09416E+00	6.41E-10	Unclassified	BrainSpLMD|55818	OMIM|611512
PTPN14	PTPN14	1.09118E+00	5.81E-08	Tyrosine phosphatase	BrainSpLMD|5784;Eurexp|euxassay_009623|axial skeleton, metanephros, nasal septum, oesophagus, submandibular gland primordium, vibrissa	OMIM|603155;HPO|5784|Autosomal recessive inheritance, Choanal atresia, High palate, Lymphedema, Pericardial effusion
INHBB	INHBB	1.08889E+00	4.47E-12	Ligand	BrainSpLMD|3625;BrainSpMouseDev|16097	OMIM|147390
CCNL1	CCNL1	1.08804E+00	0	RNA binding protein	BrainSpLMD|57018	OMIM|613384
CTH	CTH	1.08761E+00	7.66E-15	Cysteine protease	BrainSpLMD|1491;Eurexp|euxassay_000513|axial skeleton, cranium, head mesenchyme, incisor, oesophagus, otic capsule, turbinate bones	OMIM|607657;HPO|1491|Autosomal recessive inheritance, Cystathioninuria
SLCO1C1	SLCO1C1	1.08686E+00	0	Membrane transport protein	BrainSpLMD|53919;Eurexp|euxassay_007061|4th ventricle, choroid plexus, forebrain, hindbrain, meninges, midbrain, spinal cord, ventricular layer	OMIM|613389
GPAM	GPAM	1.08647E+00	1.76E-05	Enzyme: Acyltransferase	BrainSpLMD|57678;Eurexp|euxassay_018573|left, right, ventricular layer	OMIM|602395
ANXA5	ANXA5	1.08296E+00	0	Calcium binding protein	BrainSpLMD|308;Eurexp|euxassay_002158|alimentary system, cardiovascular system, cavities and their linings, gland, integumental system, limb, meninges, renal/urinary system, reproductive system, respiratory system, tail	OMIM|131230
PDLIM5	PDLIM5	1.08171E+00	0	Adapter molecule	BrainSpLMD|10611;Eurexp|euxassay_011640|alar columns, axial skeleton, bladder, choroid plexus, clavicle, dorsal grey horn, floor plate, floorplate, mesenchyme, metanephros, midgut, oesophagus, stomach, submandibular gland primordium, trachea, urethra, ventral grey horn, ventricular layer	OMIM|605904
PHLDA1	PHLDA1	1.07688E+00	0	Transcription factor	BrainSpLMD|22822;Eurexp|euxassay_008411|anterior, axial skeleton, bladder, cartilaginous ring, cornea, diaphragm, dorsal root ganglion, footplate, glossopharyngeal IX, handplate, hepatic duct, hindgut, incisor, inner ear, left lung, liver, mantle layer, medulla, meninges, metanephros, midgut, molar, naso-lacrimal duct, oesophagus, olfactory, pancreas, paraxial mesenchyme, pelvis, rest of mesenchyme, retina, right lung, skeletal muscle, stomach, sublingual gland primordium, submandibular gland primordium, thymus primordium, thyroid, tongue, trigeminal V, ureter, vertebral axis muscle system, vestibulocochlear VIII, vibrissa, vomeronasal organ	OMIM|605335
KCNT2	KCNT2	1.07545E+00	2.27E-10	Ion channel	BrainSpLMD|343450	OMIM|610044
ADIPOR2	ADIPOR2	1.07467E+00	1.13E-09	Integral membrane protein	BrainSpLMD|79602;Eurexp|euxassay_001439|dorsal root ganglion, glossopharyngeal IX, trigeminal V, vagus X	OMIM|607946
CA12	CA12	1.07453E+00	1.76E-07	Enzyme: Carbonic anhydrase	BrainSpLMD|771;Eurexp|euxassay_018906|choroid plexus, clavicle, epithelium, incisor, molar, nasal septum, olfactory, oral epithelium, submandibular gland primordium, vibrissa	OMIM|603263;HPO|771|Autosomal dominant inheritance, Autosomal recessive inheritance, Dehydration, Failure to thrive, Feeding difficulties, Hyperkalemia, Hyponatremia, Infantile onset
CYSTM1	CYSTM1	1.07393E+00	2.10E-11	Unclassified	BrainSpLMD|84418	
BTG2	BTG2	1.07278E+00	9.88E-13	Cell cycle control protein	BrainSpLMD|7832;Eurexp|euxassay_000263|alar plate, diencephalon, epithelium, hindbrain, liver, lung, metencephalon, midbrain, neural retina, oesophagus, oral epithelium, spinal cord, stomach, telencephalon, ventricular layer	OMIM|601597
PDE8B	PDE8B	1.07021E+00	1.51E-05	Enzyme: Phosphodiesterase	BrainSpLMD|8622;Eurexp|euxassay_003225|adrenal gland, anterior, calyces, dermis, dorsal grey horn, mesenchyme, pancreas, posterior, skin, turbinate bones, ventral grey horn	OMIM|603390;HPO|8622|Adrenal hyperplasia, Autosomal dominant inheritance, Bradykinesia, Degeneration of the striatum, Diabetes mellitus, Dysarthria, Dysdiadochokinesis, Dysphagia, Fatigue, Gait disturbance, Hypertension, Hypogonadism, Hypokinesia, Increased circulating cortisol level, Increased susceptibility to fractures, Lower limb hyperreflexia, Muscle weakness, Osteoporosis, Pigmented micronodular adrenocortical disease, Rigidity, Short stature, Skeletal muscle atrophy, Slender build, Slow progression, Striae distensae, Symmetric lesions of the basal ganglia, Thin skin
SLC35F1	SLC35F1	1.06983E+00	0	Integral membrane protein	Eurexp|euxassay_019705|dorsal root ganglion, embryo, glossopharyngeal IX, intermediate grey horn, mantle layer, rest of cerebellum, trigeminal V, ventral grey horn, ventricular layer	
IL6ST	IL6ST	1.06949E+00	4.66E-11	Cytokine receptor	BrainSpLMD|3572;BrainSpMouseDev|15968	OMIM|600694;COSMIC||hepatocellular carcinoma
NCSTN	NCSTN	1.06946E+00	1.22E-07	Integral membrane protein	BrainSpLMD|23385;BrainSpMouseDev|37711	OMIM|605254;HPO|23385|Acne inversa, Atypical scarring of skin, Autosomal dominant inheritance
FAIM	FAIM	1.06833E+00	1.13E-08	Unclassified	BrainSpLMD|55179	OMIM|617535
NCAN	NCAN	1.06332E+00	1.55E-15	Extracellular matrix protein	BrainSpLMD|1463;Eurexp|euxassay_015922|diencephalon, dorsal root ganglion, facial VII, glossopharyngeal IX, hindbrain, intermediate grey horn, midbrain, neural retina, spinal cord, telencephalon, trigeminal V, ventral grey horn, vestibulocochlear VIII	OMIM|600826
ZNF621	ZNF621	1.06288E+00	6.94E-07	Transcription regulatory protein	BrainSpLMD|285268	
C19orf48	C19orf48	1.06158E+00	0.000625107	Unclassified	BrainSpLMD|84798	
NR2E1	NR2E1	1.06097E+00	3.27E-13	Nuclear receptor	BrainSpLMD|7101;Eurexp|euxassay_007190|epidermis, olfactory, retina, ventricular layer;BrainSpMouseDev|21664	OMIM|603849
NPAS3	NPAS3	1.06095E+00	0	Transcription factor	BrainSpLMD|64067;Eurexp|euxassay_009424|mantle layer, ventral grey horn, ventricular layer;BrainSpMouseDev|27131	OMIM|609430
ASPH	ASPH	1.05731E+00	2.40E-10	Enzyme: Hydroxylase	BrainSpLMD|444	OMIM|600582;HPO|444|Abnormal facial shape, Autosomal recessive inheritance, Convex nasal ridge, Dental malocclusion, Downslanted palpebral fissures, Ectopia lentis, Iris atrophy, Large beaked nose, Prominent nose, Retrognathia
AXL	AXL	1.05612E+00	0	Receptor tyrosine kinase	BrainSpLMD|558;Eurexp|euxassay_001756|cardiovascular system, gland, head mesenchyme, integumental system, mesenchyme, skeleton, tail, vertebral axis muscle system, visceral organ;BrainSpMouseDev|26110	OMIM|109135;HPO|558|Autosomal dominant inheritance, Autosomal recessive inheritance, Cryptorchidism, Decreased testicular size, Gynecomastia, Hypogonadotrophic hypogonadism, Micropenis, Primary amenorrhea, Sparse axillary hair, Sparse pubic hair
ZFP36L2	ZFP36L2	1.05492E+00	7.36E-13	Transcription factor	BrainSpLMD|678	OMIM|612053
CELSR1	CELSR1	1.05472E+00	1.69E-08	G protein coupled receptor	BrainSpLMD|9620;BrainSpMouseDev|12399	OMIM|604523
MYO10	MYO10	1.05121E+00	0	Motor protein	BrainSpLMD|4651;Eurexp|euxassay_009373|mantle layer, marginal layer, thymus primordium, trigeminal V, ventricular layer	OMIM|601481
LOX	LOX	1.05089E+00	1.68E-14	Enzyme: Oxidase	BrainSpLMD|4015	OMIM|153455;HPO|4015|Abnormality of the iris, Aortic regurgitation, Ascending aortic dissection, Autosomal dominant inheritance, Cardiomegaly, Chest pain, Coronary artery disease, Cutis marmorata, Cystic medial necrosis of the aorta, Descending aortic dissection, Exertional dyspnea, Hypertension, Left ventricular failure, Paroxysmal dyspnea
ABHD3	ABHD3	1.05065E+00	9.99E-07	Unclassified	BrainSpLMD|171586;Eurexp|euxassay_005011|choroid plexus, lateral recess, mantle layer, olfactory, urethra	OMIM|612197
MSMO1	MSMO1	1.04950E+00	0	Unclassified	BrainSpLMD|6307;Eurexp|euxassay_000744|Meckel's cartilage, adrenal gland, calyces, chondrocranium, dorsal root ganglion, facial VII, foregut-midgut junction, hindgut, incisor, inferior, lobe, mesenchyme, midgut, molar, olfactory, stomach, superior, testis, trigeminal V, vagus X, ventricular layer, vibrissa	OMIM|607545;HPO|6307|Arthralgia, Autosomal recessive inheritance, Blepharitis, Congenital cataract, Decreased circulating low-density lipoprotein levels, Delayed puberty, Delayed skeletal maturation, Failure to thrive, Global developmental delay, Hypocholesterolemia, Ichthyosis, Intellectual disability, mild, Microcephaly, Psoriasiform dermatitis, Short stature
MIER3	MIER3	1.04812E+00	5.65E-06	DNA binding protein	BrainSpLMD|166968	
VEPH1	VEPH1	1.04464E+00	1.86E-06	Unclassified	BrainSpLMD|79674	OMIM|609594
CDK2	CDK2	1.04417E+00	4.44E-06	Cell cycle control protein	BrainSpLMD|1017	OMIM|116953
GCA	GCA	1.04268E+00	2.78E-10	Calcium binding protein	BrainSpLMD|25801;Eurexp|euxassay_012524|ventricular layer	OMIM|607030
PTPRM	PTPRM	1.03860E+00	6.73E-09	Receptor tyrosine phosphatase	BrainSpLMD|5797;Eurexp|euxassay_010519|alimentary system, cardiovascular system, cavities and their linings, gland, integumental system, limb, mesenchyme, nervous system, renal/urinary system, reproductive system, respiratory system, sensory organ, tail, vertebral axis muscle system	OMIM|176888
ATP10D	ATP10D	1.03735E+00	1.01E-07	ATPase	BrainSpLMD|57205	
CTD.3252C9.4	CTD.3252C9.4	1.03712E+00	4.83E-11			
PM20D2	PM20D2	1.03530E+00	2.02E-05	Metallo protease		OMIM|615913
UBE2V1P2	UBE2V1P2	1.03423E+00	3.54E-07			
CRY1	CRY1	1.03297E+00	5.52E-06	Translation regulatory protein	BrainSpLMD|1407	OMIM|601933
TIMM44	TIMM44	1.03215E+00	0.003556527	Enzyme: Translocase	BrainSpLMD|10469	OMIM|605058
APOL2	APOL2	1.03106E+00	1.11E-16	Integral membrane protein;Transport/cargo protein	BrainSpLMD|23780;Eurexp|euxassay_010310|liver	OMIM|607252
ATP1B2	ATP1B2	1.03003E+00	0	ATPase	BrainSpLMD|482;Eurexp|euxassay_011653|lobe, pituitary, ventral grey horn, ventricular layer;BrainSpMouseDev|11718	OMIM|182331
AASS	AASS	1.02977E+00	0	Enzyme: Oxidoreductase;Enzyme: Synthase	BrainSpLMD|10157	OMIM|605113;HPO|10157|Abnormality of the genitourinary system, Anemia, Autosomal recessive inheritance, Cognitive impairment, Delayed speech and language development, EEG abnormality, Ectopia lentis, Histidinuria, Hyperactivity, Hyperlysinemia, Hyperlysinuria, Infantile onset, Intellectual disability, Intellectual disability, mild, Muscular hypotonia, Phenotypic variability, Seizures, Short attention span, Short stature, Spastic diplegia
TMEM184B	TMEM184B	1.02936E+00	0.001067927	Unclassified	BrainSpLMD|25829	
WEE1	WEE1	1.02610E+00	0	Dual specificity kinase	BrainSpLMD|7465;Eurexp|euxassay_016462|hindgut, lung, midgut, stomach, submandibular gland primordium, ventricular layer	OMIM|193525
PSPH	PSPH	1.02604E+00	1.55E-14	Serine/threonine phosphatase	BrainSpLMD|5723;Eurexp|euxassay_007810|calyces, left, right, submandibular gland primordium, thymus primordium, ventricular layer, vibrissa	OMIM|172480;HPO|5723|Autosomal recessive inheritance, Global developmental delay, Hypertonia, Infantile onset, Intellectual disability, Intrauterine growth retardation, Postnatal growth retardation, Seizures
IDI1	IDI1	1.02467E+00	0	Enzyme: Isomerase	BrainSpLMD|3422;Eurexp|euxassay_011601|adrenal gland, cervical, cervico-thoracic, clavicle, cortex, dorsal root ganglion, glossopharyngeal IX, hindgut, incisor, lobe, mandible, mantle layer, maxilla, midgut, molar, neural retina, olfactory, orbito-sphenoid, pancreas, rectum, submandibular gland primordium, testis, thoracic, thymus primordium, trigeminal V, ventral grey horn, ventricular layer, vibrissa, vomeronasal organ	OMIM|604055
DCUN1D3	DCUN1D3	1.02358E+00	3.09E-10	Unclassified	BrainSpLMD|123879;BrainSpMouseDev|87722	OMIM|616167
CDCA7L	CDCA7L	1.02026E+00	1.92E-09	Transcription factor	BrainSpLMD|55536;Eurexp|euxassay_003467|adenohypophysis, epidermis, fundus region, glomeruli, hindgut, left lung, lobe, lumen, lung, marginal layer, midgut, neural retina, oesophagus, olfactory, pancreas, pharyngo-tympanic tube, respiratory, right lung, stomach, submandibular gland primordium, testis, thymus primordium, trachea, urethra, ventral grey horn, ventricular layer, vibrissa;BrainSpMouseDev|85297	OMIM|609685
MCFD2	MCFD2	1.01826E+00	6.25E-11	Unclassified	BrainSpLMD|90411;Eurexp|euxassay_000692|Meckel's cartilage, chondrocranium, incisor, molar	OMIM|607788;HPO|90411|Autosomal recessive inheritance, Epistaxis, Menorrhagia, Persistent bleeding after trauma, Reduced factor V activity, Reduced factor VIII activity
P4HA1	P4HA1	1.01642E+00	8.43E-10	Enzyme: Hydroxylase	BrainSpLMD|5033;Eurexp|euxassay_000584|Meckel's cartilage, axial skeleton, chondrocranium, incisor, limb, molar, nasal capsule, pectoral girdle and thoracic body wall	OMIM|176710
IER2	IER2	1.01455E+00	0	Transcription factor	BrainSpLMD|9592;Eurexp|euxassay_013742|cochlea, incisor, molar, submandibular gland primordium, utricle, vestibular component, vibrissa	
OAT	OAT	1.01449E+00	0	Enzyme: Aminotransferase	BrainSpLMD|4942	OMIM|613349;HPO|4942|Abnormality of metabolism/homeostasis, Autosomal recessive inheritance, Blindness, Chorioretinal atrophy, EMG abnormality, Myopia, Nyctalopia, Posterior subcapsular cataract, Proximal muscle weakness
FGFR2	FGFR2	1.01395E+00	5.30E-14	Receptor tyrosine kinase	BrainSpLMD|2263;BrainSpMouseDev|13960	OMIM|176943;COSMIC||gastric, NSCLC, endometrial, Crouzon, Pfeiffer, and Apert syndromes;HPO|2263|2-3 finger syndactyly, 2-3 toe syndactyly, Abnormal facial shape, Abnormal heart morphology, Abnormal morphology of the limbic system, Abnormal renal morphology, Abnormality of cardiovascular system morphology, Abnormality of pelvic girdle bone morphology, Abnormality of the antihelix, Abnormality of the cervical spine, Abnormality of the nasolacrimal system, Abnormality of the nasopharynx, Abnormality of the palate, Abnormality of the pancreas, Abnormality of the periosteum, Abnormality of the pinna, Abnormality of the ribs, Absence of Stensen duct, Absent first metatarsal, Absent lacrimal punctum, Absent proximal phalanx of thumb, Absent radius, Absent septum pellucidum, Acanthosis nigricans, Acne, Acrobrachycephaly, Agenesis of corpus callosum, Alacrima, Anomalous tracheal cartilage, Anteriorly placed anus, Anteverted nares, Aplasia of the parotid gland, Aplasia/Hypoplasia of the earlobes, Aplasia/Hypoplasia of the thumb, Aqueductal stenosis, Arachnodactyly, Arachnoid cyst, Arnold-Chiari malformation, Arnold-Chiari type I malformation, Atresia of the external auditory canal, Atrial septal defect, Autosomal dominant inheritance, Autosomal recessive inheritance, Bell-shaped thorax, Bicoronal synostosis, Bifid scrotum, Bifid uvula, Bilateral single transverse palmar creases, Bilateral triphalangeal thumbs, Blepharospasm, Brachycephaly, Brachydactyly, Brachyturricephaly, Breast carcinoma, Broad distal hallux, Broad distal phalanx of the thumb, Broad forehead, Broad hallux, Broad hallux phalanx, Broad metatarsal, Broad thumb, Bronchomalacia, Buphthalmos, Calcaneonavicular fusion, Camptodactyly, Camptodactyly of finger, Carious teeth, Cartilaginous trachea, Cerebellar hypoplasia, Cervical C5/C6 vertebrae fusion, Choanal atresia, Choanal stenosis, Chronic otitis media, Cleft of chin, Cleft palate, Clinodactyly of the 5th finger, Clitoral hypertrophy, Cloverleaf skull, Conductive hearing impairment, Congenital stationary night blindness, Conical incisor, Conjunctivitis, Convex nasal ridge, Corneal perforation, Coronal craniosynostosis, Coronal hypospadias, Craniofacial dysostosis, Craniosynostosis, Cryptorchidism, Cupped ear, Cutaneous finger syndactyly, Dacryocystitis, Decreased calvarial ossification, Delayed cranial suture closure, Delayed eruption of primary teeth, Delayed eruption of teeth, Dental crowding, Dental malocclusion, Depressed nasal bridge, Deviation of the thumb, Dolichocephaly, Downslanted palpebral fissures, Dysgerminoma, Ectopic anus, Elbow ankylosis, Esophageal atresia, External ear malformation, Extramedullary hematopoiesis, Facial asymmetry, Feeding difficulties in infancy, Femoral bowing, Finger syndactyly, Flat face, Flat forehead, Frontal bossing, Fused labia minora, Gingival overgrowth, Global developmental delay, Growth abnormality, Hallux valgus, Hallux varus, Hearing abnormality, Hearing impairment, High forehead, High palate, Hirsutism, Humeroradial synostosis, Hydrocephalus, Hydronephrosis, Hyperextensible skin, Hyperlordosis, Hypertelorism, Hypertension, Hypodontia, Hypoplasia of dental enamel, Hypoplasia of the lacrimal puncta, Hypoplasia of the maxilla, Hypoplasia of the radius, Hypoplasia of the ulna, Hypoplasia of the zygomatic bone, Hypoplastic ischia, Hypoplastic labia majora, Hypoplastic lacrimal duct, Incomplete ossification of pubis, Increased intracranial pressure, Intellectual disability, Intellectual disability, mild, Intellectual disability, moderate, Joint stiffness, Lacrimal gland aplasia, Lacrimal gland hypoplasia, Lambdoidal craniosynostosis, Large fontanelles, Laryngomalacia, Limitation of joint mobility, Limited elbow extension, Long nose, Long philtrum, Low anterior hairline, Low-set ears, Low-set, posteriorly rotated ears, Macrocephaly, Macrotia, Malar flattening, Mandibular prognathia, Megalencephaly, Megalocornea, Melanocytic nevus, Metopic depression, Micrognathia, Microtia, Midface retrusion, Mixed hearing impairment, Morphological abnormality of the semicircular canal, Multiple suture craniosynostosis, Narrow chest, Narrow internal auditory canal, Narrow nose, Narrow palate, Narrow pelvis bone, Nasolacrimal duct obstruction, Natal tooth, Nephrosclerosis, Open bite, Optic atrophy, Osteopenia, Overfolding of the superior helices, Overriding aorta, Oxycephaly, Palmoplantar cutis gyrata, Palmoplantar cutis laxa, Palmoplantar keratoderma, Parietal foramina, Partial duplication of the distal phalanx of the 2nd finger, Partial duplication of the distal phalanx of the 3rd finger, Partial duplication of thumb phalanx, Periorbital fullness, Plagiocephaly, Posterior fossa cyst, Preauricular skin furrow, Preaxial polydactyly, Prominent crus of helix, Prominent nasal bridge, Prominent scrotal raphe, Proptosis, Ptosis, Pyloric stenosis, Radial deviation of the 3rd finger, Radioulnar synostosis, Recurrent corneal erosions, Reduced number of teeth, Renal agenesis, Respiratory distress, Rocker bottom foot, Sagittal craniosynostosis, Seizures, Shallow orbits, Short clavicles, Short foot, Short hallux, Short metatarsal, Short middle phalanx of toe, Short nose, Short palm, Short stature, Shortening of all middle phalanges of the fingers, Skull asymmetry, Sleep apnea, Small hand, Small nail, Small thenar eminence, Somatic mutation, Steep acetabular roof, Stenosis of the external auditory canal, Stomach cancer, Strabismus, Subcutaneous nodule, Syndactyly, Synostosis of carpal bones, Telecanthus, Toe syndactyly, Tracheomalacia, Turricephaly, Ulnar bowing, Underdeveloped supraorbital ridges, Upper airway obstruction, Vaginal atresia, Variable expressivity, Ventricular septal defect, Ventriculomegaly, Visceral angiomatosis, Visual impairment, Wide anterior fontanel, Xerostomia
CNTFR	CNTFR	1.01394E+00	2.25E-07	Cell surface receptor	BrainSpLMD|1271	OMIM|118946
NCAM2	NCAM2	1.01304E+00	3.99E-10	Adhesion molecule	BrainSpLMD|4685;BrainSpMouseDev|17735	OMIM|602040
GADD45A	GADD45A	1.01192E+00	8.29E-13	DNA repair protein	BrainSpLMD|1647;Eurexp|euxassay_004250|liver, olfactory, retina	OMIM|126335
INSIG1	INSIG1	1.01160E+00	0	Integral membrane protein	BrainSpLMD|3638;Eurexp|euxassay_011040|cervical, cervico-thoracic, glossopharyngeal IX, hindgut, incisor, lobe, mandible, maxilla, mesenchyme, midgut, neural retina, rectum, stomach, thoracic, trigeminal V, vagus X, ventricular layer, vibrissa	OMIM|602055
AGO3	AGO3	1.00575E+00	0	Translation regulatory protein	BrainSpLMD|192669	OMIM|607355
