id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
GPR56	GPR56	1.78438E+00	0			
TMED10	TMED10	1.78101E+00	0.000845917	Integral membrane protein	BrainSpLMD|10972	OMIM|605406
RP11.492M23.2	RP11.492M23.2	1.77550E+00	0			
RFTN2	RFTN2	1.77229E+00	0	Unclassified	BrainSpLMD|130132	
KANK1	KANK1	1.76756E+00	1.42E-05	Unclassified	BrainSpLMD|23189;Eurexp|euxassay_008605|alar columns, anterior, aorta, arytenoid, axial skeleton, basioccipital bone, basisphenoid bone, brain, cartilaginous ring, choroid invagination, choroid plexus, cortex, cricoid, epidermis, floor plate, floorplate, footplate, handplate, incisor, mandible, maxilla, mesenchyme, molar, naris, nasal septum, orbito-sphenoid, pelvic girdle, petrous part, rib, roof plate, skeletal muscle, spinal cord, sternum, stomach, submandibular gland primordium, thyroid, trabeculae carneae, turbinate bones, valve, ventricular layer, vibrissa	SFARI||Autism, No category;OMIM|607704;HPO|23189|Autosomal dominant inheritance with maternal imprinting, Cerebral atrophy, Cerebral palsy, Intellectual disability, Muscular hypotonia, Spastic tetraplegia, Ventriculomegaly
LRP4	LRP4	1.76607E+00	2.04E-05	Cell surface receptor	Eurexp|euxassay_011129|alar columns, epithelium, glomeruli, incisor, mantle layer, molar, olfactory, ventricular layer, vibrissa	OMIM|604270;HPO|4038|2-3 finger syndactyly, Abnormal cortical bone morphology, Abnormality of the nose, Autosomal dominant inheritance, Autosomal recessive inheritance, Congenital onset, Craniofacial hyperostosis, Curved distal phalanges of the hand, Cutaneous finger syndactyly, Diaphyseal thickening, Difficulty walking, Downslanted palpebral fissures, Facial palsy, Feeding difficulties, Fingernail dysplasia, Frontal bossing, Hearing impairment, Hypertelorism, Hypoplasia of the radius, Hypoplasia of the ulna, Hyporeflexia, Increased bone mineral density, Macrocephaly, Mandibular prognathia, Micrognathia, Nail dysplasia, Prominent forehead, Ptosis, Renal agenesis, Renal hypoplasia, Sensorineural hearing impairment, Short finger, Syndactyly, Tall stature
NCAN	NCAN	1.75299E+00	1.96E-11	Extracellular matrix protein	BrainSpLMD|1463;Eurexp|euxassay_015922|diencephalon, dorsal root ganglion, facial VII, glossopharyngeal IX, hindbrain, intermediate grey horn, midbrain, neural retina, spinal cord, telencephalon, trigeminal V, ventral grey horn, vestibulocochlear VIII	OMIM|600826
WDR41	WDR41	1.73905E+00	1.43E-06	Unclassified	BrainSpLMD|55255	OMIM|617502
APOL2	APOL2	1.73545E+00	2.94E-06	Integral membrane protein;Transport/cargo protein	BrainSpLMD|23780;Eurexp|euxassay_010310|liver	OMIM|607252
LYN	LYN	1.72904E+00	2.43E-07	Tyrosine kinase	BrainSpLMD|4067	OMIM|165120
ATP9B	ATP9B	1.72699E+00	0.002843992	ATPase	BrainSpLMD|374868	OMIM|614446
ETV5	ETV5	1.72178E+00	9.54E-10	Transcription regulatory protein	BrainSpLMD|2119;Eurexp|euxassay_000518|calyces, cranium, incisor, lung, otic capsule, submandibular gland primordium, testis, turbinate bones, ventricular layer;BrainSpMouseDev|68321	OMIM|601600;COSMIC||prostate
AK4	AK4	1.71961E+00	2.83E-11	Enzyme: Phosphotransferase	BrainSpLMD|205;Eurexp|euxassay_010883|clavicle, hindgut, incisor, midgut, molar, olfactory, rectum, stomach	OMIM|103030
TLK1	TLK1	1.69768E+00	5.94E-10	Serine/threonine kinase	BrainSpLMD|9874	OMIM|608438
ZFP36L2	ZFP36L2	1.69062E+00	9.33E-15	Transcription factor	BrainSpLMD|678	OMIM|612053
DOCK1	DOCK1	1.69028E+00	1.30E-07	Guanine nucleotide exchange factor	BrainSpLMD|1793	SFARI||Autism, 4 - Minimal evidence;OMIM|601403
HES1	HES1	1.68888E+00	2.23E-14	Transcription factor	BrainSpLMD|3280;Eurexp|euxassay_019489|epithelium, floor plate, floorplate, hindgut, incisor, larynx, lung, metanephros, metatarsus, midgut, molar, neural retina, oesophagus, olfactory, oral epithelium, pancreas, phalanx, pharyngo-tympanic tube, skeleton, stomach, submandibular gland primordium, thymus primordium, thyroid, trachea, urethra, ventricular layer, vibrissa, vomeronasal organ;BrainSpMouseDev|14981	OMIM|139605
ID4	ID4	1.68820E+00	0.00022455	Transcription regulatory protein	BrainSpLMD|3400;BrainSpMouseDev|15677	OMIM|600581
ZMAT3	ZMAT3	1.68292E+00	3.07E-07	DNA binding protein	BrainSpLMD|64393	OMIM|606452
FAM3C	FAM3C	1.68184E+00	8.92E-07	Cytokine	BrainSpMouseDev|27743	OMIM|608618
ELOVL2	ELOVL2	1.67652E+00	4.25E-05	Unclassified	BrainSpLMD|54898;Eurexp|euxassay_006217|adenohypophysis, brain, calyces, cervical, cervico-thoracic, left, olfactory, right, spinal cord, thoracic, thyroid	OMIM|611814
ALDH6A1	ALDH6A1	1.67466E+00	3.55E-09	Enzyme: Dehydrogenase	BrainSpLMD|4329;Eurexp|euxassay_018815|choroid invagination, naris, nasal septum, otic capsule, turbinate bones, ventricular layer	OMIM|603178;HPO|4329|Abnormal facial shape, Autosomal recessive inheritance, Bulbous nose, Cataract, Delayed myelination, Depressed nasal bridge, Downslanted palpebral fissures, Dystonia, Epicanthus, Feeding difficulties, Frontal bossing, Generalized hypotonia, Global developmental delay, High forehead, High palate, Hypertelorism, Hypoplasia of the corpus callosum, Long philtrum, Metabolic acidosis, Microcephaly, Microphthalmia, Muscular hypotonia, Phenotypic variability, Short nose, Tented upper lip vermilion
PSAT1	PSAT1	1.67218E+00	2.40E-12	Enzyme: Aminotransferase	BrainSpLMD|29968;Eurexp|euxassay_001596|cranium, submandibular gland primordium, thymus primordium, ventricular layer, vibrissa	OMIM|610936;HPO|29968|Abnormality of the philtrum, Abnormality of the pinna, Absent septum pellucidum, Ambiguous genitalia, Aplasia/Hypoplasia involving the skeletal musculature, Autosomal recessive inheritance, Broad foot, Cerebellar hypoplasia, Cerebellar vermis hypoplasia, Cleft palate, Congenital onset, Dandy-Walker malformation, Decreased fetal movement, Depressed nasal ridge, Everted lower lip vermilion, External genital hypoplasia, Feeding difficulties in infancy, Global developmental delay, High palate, Hypertelorism, Hypertonia, Hypoglycinemia, Hypogonadism, Hyposerinemia, Ichthyosis, Infantile onset, Intrauterine growth retardation, Lack of skin elasticity, Large hands, Lissencephaly, Low-set ears, Macrogyria, Macrotia, Microcephaly, Micrognathia, Muscle cramps, Muscular dystrophy, Opisthotonus, Pachygyria, Polyhydramnios, Polymicrogyria, Postnatal microcephaly, Proptosis, Rocker bottom foot, Scoliosis, Seizures, Short neck, Skeletal muscle atrophy, Sloping forehead, Thick vermilion border, Trismus
FAM84B	FAM84B	1.67070E+00	0.00114358	Unclassified	BrainSpLMD|157638;Eurexp|euxassay_012212|choroid plexus, fundus, marginal layer, metanephros, molar, stomach, submandibular gland primordium, vibrissa	OMIM|609483
BMPR1B	BMPR1B	1.67004E+00	3.34E-08	Receptor serine/threonine kinase	BrainSpLMD|658;BrainSpMouseDev|11953	OMIM|603248;HPO|658|2-3 toe syndactyly, Abnormality of epiphysis morphology, Abnormality of the fingernails, Abnormality of the hip bone, Abnormality of the radius, Abnormality of the thumb, Abnormality of the ulna, Abnormality of tibia morphology, Aplasia of the middle phalanges of the toes, Aplasia of the proximal phalanges of the hand, Aplasia/Hypoplasia involving the metacarpal bones, Aplasia/Hypoplasia of the 1st metacarpal, Aplasia/Hypoplasia of the fibula, Aplasia/Hypoplasia of the middle phalanges of the toes, Aplasia/Hypoplasia of the middle phalanx of the 2nd finger, Aplasia/Hypoplasia of the middle phalanx of the 5th finger, Aplasia/Hypoplasia of the thumb, Autosomal dominant inheritance, Autosomal recessive inheritance, Bilateral single transverse palmar creases, Bowing of the long bones, Brachydactyly, Bracket epiphysis of the middle phalanx of the 2nd finger, Bracket epiphysis of the middle phalanx of the 5th finger, Broad foot, Broad hallux, Carpal synostosis, Clinodactyly of the 5th finger, Complete duplication of distal phalanx of the thumb, Cone-shaped epiphysis, Delayed speech and language development, Disproportionate short-limb short stature, Fibular aplasia, Fibular hypoplasia, Hallux valgus, Hypergonadotropic hypogonadism, Hypoplasia of the ulna, Hypoplasia of the uterus, Joint stiffness, Limitation of joint mobility, Medially deviated second toe, Micromelia, Narrow nasal bridge, Poor motor coordination, Postaxial hand polydactyly, Primary amenorrhea, Pseudoepiphyses of the 2nd finger, Radial deviation of finger, Radial deviation of the 2nd finger, Sarcoma, Short 2nd finger, Short distal phalanx of the 2nd finger, Short distal phalanx of the thumb, Short femoral neck, Short finger, Short foot, Short hallux, Short metatarsal, Short middle phalanx of finger, Short middle phalanx of the 5th finger, Short phalanx of finger, Short proximal phalanx of finger, Short proximal phalanx of thumb, Short stature, Short thumb, Short tibia, Short toe, Skeletal dysplasia, Stippling of the epiphysis of the distal phalanx of the thumb, Synostosis of carpal bones, Talipes equinovarus, Tarsal synostosis, Triangular shaped middle phalanx of the 2nd finger, Triangular shaped middle phalanx of the 5th finger, Type A2 brachydactyly, Type C brachydactyly, Ulnar deviation of finger, Ulnar deviation of the 2nd finger, Widened proximal tibial metaphyses
HTRA1	HTRA1	1.66758E+00	1.33E-15	Serine protease	BrainSpLMD|5654;Eurexp|euxassay_005061|anterior abdominal wall, aorta, axial muscle, axial skeleton, choroid plexus, diaphragm, humerus, incisor, lung, mesenchyme, metatarsus, molar, nucleus pulposus, pancreas, pelvic girdle, pharyngo-tympanic tube, rest of mesenchyme, rest of mesencyme, roof plate, scapula, skeletal muscle, sternum, tongue, trachea, ventricular layer, vibrissa	OMIM|602194;HPO|5654|Abnormality of extrapyramidal motor function, Alopecia, Arteriosclerosis of small cerebral arteries, Ataxia, Autosomal recessive inheritance, Babinski sign, Dementia, Diffuse demyelination of the cerebral white matter, Diffuse white matter abnormalities, Dysarthria, Gait disturbance, Hyperreflexia, Leukoencephalopathy, Low back pain, Progressive encephalopathy, Pseudobulbar signs, Rigidity, Spasticity, Urinary incontinence
TNK2	TNK2	1.66030E+00	6.64E-07	Tyrosine kinase	BrainSpLMD|10188;Eurexp|euxassay_015328|brain, dorsal root ganglion, spinal cord, submandibular gland primordium, vibrissa	OMIM|606994
ADCYAP1R1	ADCYAP1R1	1.65633E+00	0.006783389	G protein coupled receptor	BrainSpLMD|117;Eurexp|euxassay_009317|brain, cervical, cervico-thoracic, medulla, mesenchyme, midgut, oesophagus, spinal cord, stomach, thoracic, tongue, trigeminal V, ventricle, ventricular layer;BrainSpMouseDev|11304	OMIM|102981
CLSTN1	CLSTN1	1.64985E+00	7.58E-05	Calcium binding protein	BrainSpLMD|22883;BrainSpMouseDev|41788	OMIM|611321
S100A13	S100A13	1.64034E+00	2.65E-11	Calcium binding protein	BrainSpLMD|6284	OMIM|601989
DNER	DNER	1.63652E+00	7.75E-13	Cell surface receptor	BrainSpLMD|92737;Eurexp|euxassay_003135|axial skeleton, cervical, cervico-thoracic, diencephalon, dorsal root ganglion, extrinsic ocular muscle, facial VII, foregut-midgut junction, glossopharyngeal IX, head mesenchyme, hindbrain, hindgut, limb, mantle layer, marginal layer, mesenchyme, midbrain, midgut, neural retina, nucleus pulposus, olfactory, penis, skeletal muscle, spinal cord, stomach, stroma, tail, thoracic, tongue, trigeminal V, vagus X, ventricular layer, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|86552	SFARI||Autism, 4 - Minimal evidence;OMIM|607299
IGDCC4	IGDCC4	1.62649E+00	3.37E-12	Cell surface receptor	BrainSpLMD|57722;Eurexp|euxassay_007736|diaphragm, footplate, handplate, mantle layer, mesenchyme, oesophagus, rest of mesenchyme, skeletal muscle, tongue, ventricular layer, vertebral axis muscle system, visceral organ	OMIM|616810
ADCY2	ADCY2	1.61931E+00	0.00039212	Adenylate cyclase	BrainSpLMD|108;BrainSpMouseDev|84170	OMIM|103071
LRRC17	LRRC17	1.61302E+00	1.22E-05	Unclassified	BrainSpLMD|10234	
SEMA5A	SEMA5A	1.60501E+00	1.72E-11	Unclassified	BrainSpLMD|9037;BrainSpMouseDev|20119	SFARI||Autism, 3 - Suggestive evidence;OMIM|609297;HPO|9037|Cat cry, Downslanted palpebral fissures, Epicanthus, High palate, High pitched voice, Hypertelorism, Intellectual disability, severe, Intrauterine growth retardation, Low-set, posteriorly rotated ears, Microcephaly, Microretrognathia, Muscular hypotonia, Round face, Scoliosis, Severe global developmental delay, Short neck, Short stature, Small hand, Wide nasal bridge
CHPT1	CHPT1	1.60121E+00	4.73E-07	Enzyme: Phosphotransferase	BrainSpLMD|56994;Eurexp|euxassay_012600|midgut	OMIM|616747
LYPD1	LYPD1	1.59505E+00	2.83E-06	Unclassified	BrainSpLMD|116372;Eurexp|euxassay_015059|alar columns, alar plate, arm, basal columns, basal plate, brain, carpus, caudate nucleus, caudate-putamen, cerebellum, cerebral cortex, cochlear component, corpus striatum, dermal component, diencephalon, dorsal root ganglion, epithelium, external, facial VII, footplate, forebrain, forelimb, ganglion, glossopharyngeal IX, handplate, head, hindbrain, hindlimb, hypoglossal XII, hypothalamus, incisor, inferior, interthalamic adhesion, intraventricular portion, lamina terminalis, lateral wall, lentiform nucleus, limb, mandibular division, mantle layer, marginal layer, maxillary division, meatus, medulla oblongata, mesenchyme, metencephalon, midbrain, naris, nasal capsule, nasal cavity, nasal septum, neurohypophysis, olfactory I, olfactory cortex, olfactory lobe, ophthalmic division, optic II, otic capsule, pigmented retinal epithelium, pineal primordium, pituitary, pons, posterior, primary choana, rest of alar plate, rest of cerebellum, rest of skin, retina, spinal cord, sulcus limitans, superior, tail, tarsus, tegmentum, telencephalon, thalamus, thymus primordium, thyroid, trigeminal V, trochlear IV, turbinate bones, vagus X, vestibular component, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|48426	OMIM|610450
PLOD2	PLOD2	1.59484E+00	0.003397345	Enzyme: Hydroxylase	BrainSpLMD|5352;Eurexp|euxassay_008722|axial skeleton, basisphenoid bone, clavicle, exoccipital bone, mesenchyme, nasal septum, otic capsule, petrous part, rib, sternum, tongue, trachea, turbinate	OMIM|601865;HPO|5352|Arthrogryposis multiplex congenita, Autosomal recessive inheritance, Elbow flexion contracture, Femoral bowing, Flexion contracture, Hydroxyprolinuria, Increased susceptibility to fractures, Inguinal hernia, Joint stiffness, Knee flexion contracture, Kyphosis, Osteopenia, Osteoporosis, Pectus carinatum, Platyspondyly, Pterygium, Recurrent fractures, Respiratory insufficiency, Scoliosis, Short stature, Talipes equinovarus, Triangular face, Wormian bones
GPM6B	GPM6B	1.58504E+00	3.72E-08	Integral membrane protein	BrainSpLMD|2824;Eurexp|euxassay_011476|intermediate grey horn, mantle layer, marginal layer, ventral grey horn, ventricular layer	OMIM|300051
SCD5	SCD5	1.58267E+00	3.99E-08	Enzyme: Oxidoreductase	BrainSpLMD|79966	OMIM|608370
HSDL2	HSDL2	1.57549E+00	5.46E-07	Unclassified	BrainSpLMD|84263	
SPRY2	SPRY2	1.57224E+00	1.42E-07	Unclassified	BrainSpLMD|10253	OMIM|602466
ABHD4	ABHD4	1.56931E+00	0.001753567	Unclassified	BrainSpLMD|63874;Eurexp|euxassay_001761|dorsal root ganglion, marginal layer, trigeminal V, ventricular layer;BrainSpMouseDev|69666	
SLC25A53	SLC25A53	1.56816E+00	2.02E-06	Membrane transport protein		OMIM|300941
CTNND2	CTNND2	1.56486E+00	6.11E-05	Adhesion molecule	BrainSpLMD|1501;Eurexp|euxassay_018872|dorsal root ganglion, facial VII, neural retina, trigeminal V	SFARI||Autism, 2 - Strong candidate;OMIM|604275;COSMIC||prostae adenocarcinoma, GIST;HPO|1501|Cat cry, Downslanted palpebral fissures, Epicanthus, High palate, High pitched voice, Hypertelorism, Intellectual disability, severe, Intrauterine growth retardation, Low-set, posteriorly rotated ears, Microcephaly, Microretrognathia, Muscular hypotonia, Round face, Scoliosis, Severe global developmental delay, Short neck, Short stature, Small hand, Wide nasal bridge
EMX2	EMX2	1.56349E+00	0.005775037	Transcription factor	BrainSpLMD|2018;Eurexp|euxassay_019479|eyelid, lip, mantle layer, metanephros, olfactory, paramesonephric duct, phalanx, saccule, ventricular layer, vibrissa, vomeronasal organ;BrainSpMouseDev|13575	OMIM|600035;HPO|2018|Schizencephaly
NLGN4X	NLGN4X	1.56264E+00	5.62E-08	Adhesion molecule;Integral membrane protein	BrainSpLMD|57502	SFARI||Autism, 3 - Suggestive evidence;OMIM|300427;HPO|57502|Autism, Childhood onset, Delayed speech and language development, EEG abnormality, Heterogeneous, Impaired use of nonverbal behaviors, Increased serum serotonin, Inflexible adherence to routines or rituals, Intellectual disability, Lack of peer relationships, Lack of spontaneous play, Multifactorial inheritance, Restrictive behavior, Seizures, Sporadic, Stereotypy, X-linked inheritance
PHGDH	PHGDH	1.56199E+00	4.19E-06	Enzyme: Dehydrogenase	BrainSpLMD|26227	OMIM|606879;HPO|26227|Ablepharon, Abnormality of the philtrum, Absent eyelashes, Absent septum pellucidum, Adducted thumb, Agenesis of corpus callosum, Ambiguous genitalia, Aplasia/Hypoplasia involving the skeletal musculature, Autosomal recessive inheritance, Bifid uterus, Broad foot, Calcaneovalgus deformity, Camptodactyly, Cataract, Cerebellar hypoplasia, Cerebral dysmyelination, Choroid plexus cyst, Cleft palate, Cleft upper lip, Clinodactyly, Congenital cataract, Congenital microcephaly, Cryptorchidism, Dandy-Walker malformation, Decreased fetal movement, Decreased testicular size, Depressed nasal ridge, Everted lower lip vermilion, External genital hypoplasia, Finger syndactyly, Generalized edema, Growth delay, Hydranencephaly, Hypertelorism, Hypogonadism, Hypsarrhythmia, Ichthyosis, Intellectual disability, Intrauterine growth retardation, Joint contracture of the hand, Lack of skin elasticity, Large hands, Lissencephaly, Macrogyria, Macrotia, Megaloblastic anemia, Microcephaly, Micrognathia, Micromelia, Microphthalmia, Muscle cramps, Muscular dystrophy, Nystagmus, Opisthotonus, Pachygyria, Patent ductus arteriosus, Patent foramen ovale, Polyhydramnios, Polymicrogyria, Proptosis, Pterygium, Pulmonary hypoplasia, Radial deviation of finger, Renal agenesis, Rocker bottom foot, Seizures, Short neck, Short umbilical cord, Skeletal muscle atrophy, Sloping forehead, Small placenta, Spastic tetraplegia, Spina bifida, Stillbirth, Thick lower lip vermilion, Thick vermilion border, Thrombocytopenia, Toe syndactyly, Transposition of the great arteries, Trismus, Ventricular septal defect, Yellow subcutaneous tissue covered by thin, scaly skin
SFXN5	SFXN5	1.55866E+00	1.14E-10	Transport/cargo protein	BrainSpLMD|94097;Eurexp|euxassay_014475|ventricular layer	OMIM|615572
PHACTR2	PHACTR2	1.55863E+00	5.16E-06	Enzyme regulator	BrainSpLMD|9749;Eurexp|euxassay_007706|alimentary system, cardiovascular system, cavities and their linings, choroid invagination, choroid plexus, gland, integumental system, limb, mesenchyme, renal/urinary system, reproductive system, respiratory system, roof plate, sensory organ, tail, ventricular layer, vertebral axis muscle system	OMIM|608724
HSD17B12	HSD17B12	1.55690E+00	0.000134903	Enzyme: Dehydrogenase	BrainSpLMD|51144	OMIM|609574
NACC2	NACC2	1.55366E+00	9.68E-06	Unclassified	BrainSpLMD|138151;Eurexp|euxassay_003015|basal plate, calyces, incisor, limb, marginal layer, molar, submandibular gland primordium, tail	OMIM|615786
PIK3R1	PIK3R1	1.55242E+00	1.98E-06	Adapter molecule	BrainSpLMD|5295;Eurexp|euxassay_003253|incisor, lobe, ventricular layer, vibrissa;BrainSpMouseDev|18473	OMIM|171833;COSMIC||glioblastoma, ovarian, colorectal;HPO|5295|Abnormality of dental enamel, Abnormality of the immune system, Abnormality of the pupil, Agammaglobulinemia, Alopecia, Arthritis, Autosomal dominant inheritance, Autosomal recessive inheritance, Birth length less than 3rd percentile, Cataract, Chronic otitis media, Clinodactyly, Conjunctivitis, Cough, Decreased antibody level in blood, Deeply set eye, Delayed eruption of teeth, Delayed skeletal maturation, Delayed speech and language development, Dental malocclusion, Diabetes mellitus, Diarrhea, Dimple chin, Downturned corners of mouth, Enlarged epiphyses, Excessive wrinkled skin, Failure to thrive, Fatigue, Fever, Frontal bossing, Glaucoma, Glucose intolerance, Hyperglycemia, Hypodontia, Hypoplasia of the iris, Hypotrichosis, Immunodeficiency, Infantile onset, Inguinal hernia, Insulin resistance, Insulin-resistant diabetes mellitus, Intrauterine growth retardation, Joint hyperflexibility, Joint laxity, Lipoatrophy, Lipodystrophy, Macrotia, Megalocornea, Microdontia, Micrognathia, Midface retrusion, Myopia, Neurological speech impairment, Neutropenia, Osteomyelitis, Poor appetite, Premature skin wrinkling, Prominent forehead, Radial deviation of finger, Recurrent bacterial infections, Recurrent respiratory infections, Recurrent skin infections, Rieger anomaly, Sensorineural hearing impairment, Severe short stature, Sinusitis, Skin rash, Small for gestational age, Telecanthus, Thin skin, Triangular face, Underdeveloped nasal alae, Weight loss, Wide nasal bridge
TMEM9B	TMEM9B	1.54515E+00	0.003598065	Integral membrane protein	BrainSpLMD|56674	
ALCAM	ALCAM	1.54209E+00	9.88E-07	Adhesion molecule	BrainSpLMD|214;Eurexp|euxassay_003463|bladder, dorsal root ganglion, epithelium, extrinsic ocular muscle, lung, mantle layer, mesenchyme, nucleus pulposus, saccule, stomach, submandibular gland primordium, trachea, urethra, ventricular layer, vibrissa;BrainSpMouseDev|11445	OMIM|601662
TGIF1	TGIF1	1.54185E+00	0.000261999	Transcription factor	BrainSpLMD|7050;Eurexp|euxassay_007804|cortex, fundus region, hindgut, lung, midgut, oesophagus, rectum, testis, urethra, ventricular layer, vibrissa;BrainSpMouseDev|21574	OMIM|602630;HPO|7050|Absent nasal septal cartilage, Autosomal dominant inheritance, Depressed nasal bridge, Depressed nasal tip, Hypotelorism, Median cleft lip, Median cleft lip and palate, Ptosis, Semilobar holoprosencephaly
HRSP12	HRSP12	1.54121E+00	9.16E-06			
TRIB2	TRIB2	1.53842E+00	3.18E-11	Serine/threonine kinase	BrainSpLMD|28951;BrainSpMouseDev|85202	OMIM|609462
CRYL1	CRYL1	1.53497E+00	0.000165446	Enzyme: Oxidoreductase	BrainSpLMD|51084;Eurexp|euxassay_006081|epithelium, hindgut, midgut, olfactory, rectum, respiratory, thymus primordium	OMIM|609877
CPT1A	CPT1A	1.52962E+00	1.01E-11	Enzyme: Palmitoyltransferase	BrainSpLMD|1374;Eurexp|euxassay_017982|adrenal gland, bladder, choroid plexus, dorsal root ganglion, glossopharyngeal IX, hindgut, intermediate grey horn, mantle layer, meninges, metanephros, midgut, pancreas, thymus primordium, trigeminal V, urethra, vagus X, ventral grey horn, ventricular layer, vibrissa	OMIM|600528;HPO|1374|Arrhythmia, Autosomal recessive inheritance, Behavioral abnormality, Cardiomegaly, Coma, Diarrhea, Elevated hepatic transaminases, Elevated serum creatine phosphokinase, Fatigue, Feeding difficulties in infancy, Generalized hypotonia, Hemiplegia/hemiparesis, Hepatic failure, Hepatic steatosis, Hepatomegaly, Hyperammonemia, Hypoglycemia, Hypoketotic hypoglycemia, Lethargy, Loss of consciousness, Muscular hypotonia, Neurological speech impairment, Prenatal maternal abnormality, Recurrent encephalopathy, Reduced tendon reflexes, Renal tubular acidosis, Seizures, Skeletal muscle atrophy, Transient hyperlipidemia
PDIA3P1	PDIA3P1	1.52110E+00	0.002936753			
NOG	NOG	1.51918E+00	2.46E-05	Secreted polypeptide	BrainSpLMD|9241;Eurexp|euxassay_009618|axial skeleton, mandible, mantle layer, nasal septum, otic capsule, phalanx, rib, sternum, thyroid, turbinate bones, ventral grey horn;BrainSpMouseDev|17888	OMIM|602991;HPO|9241|2-3 toe syndactyly, Abnormal vertebral morphology, Abnormality of the ankles, Absent distal interphalangeal creases, Absent distal phalanges, Absent fingernail, Absent phalangeal crease, Anonychia, Aplasia/Hypoplasia of the distal phalanges of the hand, Aplasia/Hypoplasia of the distal phalanges of the toes, Aplasia/Hypoplasia of the middle phalanges of the hand, Aplasia/Hypoplasia of the middle phalanges of the toes, Aplasia/Hypoplasia of the nails, Aplastic/hypoplastic toenail, Autosomal dominant inheritance, Brachydactyly, Broad hallux, Broad thumb, Camptodactyly of finger, Carpal synostosis, Clinodactyly, Conductive hearing impairment, Congenital stapes ankylosis, Cubitus valgus, Cutaneous finger syndactyly, Cutaneous syndactyly of toes, Dislocated radial head, Elbow ankylosis, Elbow dislocation, Enlargement of the costochondral junction, Finger syndactyly, Fusion of midphalangeal joints, Hypermetropia, Hypoplastic nasal septum, Hypoplastic spinal processes, Long nose, Low hanging columella, Lower limb undergrowth, Metacarpophalangeal synostosis, Narrow face, Pectus excavatum, Progressive conductive hearing impairment, Progressive fusion 2nd-5th pip joints, Proximal placement of thumb, Proximal symphalangism, Proximal symphalangism of hands, Proximal/middle symphalangism of 5th finger, Radial deviation of finger, Sensorineural hearing impairment, Short 1st metacarpal, Short 5th metacarpal, Short distal phalanx of finger, Short distal phalanx of toe, Short finger, Short foot, Short hallux, Short humerus, Short lower limbs, Short philtrum, Short stature, Short sternum, Single transverse palmar crease, Spinal canal stenosis, Stapes ankylosis, Strabismus, Symphalangism affecting the phalanges of the hand, Synostosis of carpal bones, Tarsal synostosis, Thick upper lip vermilion, Thin upper lip vermilion, Toe syndactyly, Type B brachydactyly, Underdeveloped nasal alae, Waddling gait
SNX3	SNX3	1.51330E+00	2.03E-07	Transport/cargo protein	BrainSpLMD|8724;Eurexp|euxassay_015289|nucleus pulposus, thymus primordium, ventricular layer	OMIM|605930
PPARGC1A	PPARGC1A	1.51309E+00	0.000541012	Transcription regulatory protein	BrainSpLMD|10891;Eurexp|euxassay_006699|anterior, calyces, dorsal root ganglion, external, facial VII, fundus region, incisor, left ventricle, mantle layer, mesenchyme, oral epithelium, posterior, right ventricle, trigeminal V, urethra, ventral grey horn, ventricular layer, vibrissa;BrainSpMouseDev|18780	OMIM|604517;HPO|10891|Amyotrophic lateral sclerosis, Anxiety, Depressivity, Dyspnea, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Muscle cramps, Neurodegeneration, Pain, Paralysis, Respiratory failure, Skeletal muscle atrophy, Spasticity, Xerostomia
CD99	CD99	1.50253E+00	0.00011802	Unclassified		OMIM|450000
DGKH	DGKH	1.50129E+00	0.00248879	Lipid Kinase	BrainSpLMD|160851;Eurexp|euxassay_009546|dorsal root ganglion, glossopharyngeal IX, neural retina, trigeminal V, vagus X	OMIM|604071
SPRED2	SPRED2	1.49427E+00	0.000503939	Unclassified	BrainSpLMD|200734	OMIM|609292
PBXIP1	PBXIP1	1.49421E+00	0.00032325	Transcription regulatory protein	BrainSpLMD|57326;Eurexp|euxassay_012529|choroid invagination, choroid plexus, diaphragm, floor plate, floorplate, midgut, skeletal muscle, stomach, ventricle, ventricular layer;BrainSpMouseDev|86886	
