id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
PLOD2	PLOD2	1.19497E+00	7.54E-14	Enzyme: Hydroxylase	BrainSpLMD|5352;Eurexp|euxassay_008722|axial skeleton, basisphenoid bone, clavicle, exoccipital bone, mesenchyme, nasal septum, otic capsule, petrous part, rib, sternum, tongue, trachea, turbinate	OMIM|601865;HPO|5352|Arthrogryposis multiplex congenita, Autosomal recessive inheritance, Elbow flexion contracture, Femoral bowing, Flexion contracture, Hydroxyprolinuria, Increased susceptibility to fractures, Inguinal hernia, Joint stiffness, Knee flexion contracture, Kyphosis, Osteopenia, Osteoporosis, Pectus carinatum, Platyspondyly, Pterygium, Recurrent fractures, Respiratory insufficiency, Scoliosis, Short stature, Talipes equinovarus, Triangular face, Wormian bones
MND1	MND1	1.19354E+00	0	Unclassified	BrainSpLMD|84057	OMIM|611422
CLSPN	CLSPN	1.19199E+00	0	Cell cycle control protein	BrainSpLMD|63967;Eurexp|euxassay_004199|ventricular layer	OMIM|605434
ANGPTL1	ANGPTL1	1.18604E+00	1.02E-14	Secreted polypeptide	BrainSpLMD|9068;Eurexp|euxassay_011312|axial skeleton, basioccipital bone, basisphenoid bone, cartilaginous ring, diaphragm, greater sac, handplate, mesenchyme, midgut, naris, oesophagus, orbito-sphenoid, otic capsule, peritoneal cavity, rectum, rib, skeletal muscle, sternum, turbinate bones, valve;BrainSpMouseDev|48554	OMIM|603874
FAM182B	FAM182B	1.18453E+00	2.21E-14			
SPATA13	SPATA13	1.18348E+00	0	Unclassified	BrainSpLMD|221178;Eurexp|euxassay_009443|ventricular layer	OMIM|613324
DOCK1	DOCK1	1.18329E+00	0	Guanine nucleotide exchange factor	BrainSpLMD|1793	SFARI||Autism, 4 - Minimal evidence;OMIM|601403
PER1	PER1	1.17869E+00	0	Transcription regulatory protein	BrainSpLMD|5187;BrainSpMouseDev|18392	SFARI||Autism, 4 - Minimal evidence;OMIM|602260;COSMIC||AML, CMML
MAFF	MAFF	1.17654E+00	0	Transcription factor	BrainSpLMD|23764	OMIM|604877
NEDD9	NEDD9	1.17517E+00	0	Adhesion molecule	BrainSpLMD|4739;Eurexp|euxassay_006351|aorta, calyces, cortex, epithelium, incisor, left lung, mesenchyme, midgut, molar, olfactory, pelvis, rectum, retina, right lung, sternum, stomach, thymus primordium, thyroid, trachea, ureter, ventricular layer, vibrissa, vomeronasal organ	OMIM|602265
STON2	STON2	1.17474E+00	0	Unclassified	BrainSpLMD|85439	OMIM|608467
CEP70	CEP70	1.17379E+00	2.89E-15	Structural protein	BrainSpLMD|80321	OMIM|614310
CNTNAP3B	CNTNAP3B	1.17216E+00	0			
TGIF1	TGIF1	1.17182E+00	0	Transcription factor	BrainSpLMD|7050;Eurexp|euxassay_007804|cortex, fundus region, hindgut, lung, midgut, oesophagus, rectum, testis, urethra, ventricular layer, vibrissa;BrainSpMouseDev|21574	OMIM|602630;HPO|7050|Absent nasal septal cartilage, Autosomal dominant inheritance, Depressed nasal bridge, Depressed nasal tip, Hypotelorism, Median cleft lip, Median cleft lip and palate, Ptosis, Semilobar holoprosencephaly
MT2A	MT2A	1.16993E+00	0	Unclassified	Eurexp|euxassay_004529|left, oesophagus, pancreas, pharyngo-tympanic tube, right, stomach, submandibular gland primordium, thyroid, vibrissa	OMIM|156360
TBC1D1	TBC1D1	1.16774E+00	0	Unclassified	BrainSpLMD|23216	OMIM|609850
PLCE1	PLCE1	1.16747E+00	0	Guanine nucleotide exchange factor	BrainSpLMD|51196;Eurexp|euxassay_014545|floor plate, floorplate	OMIM|608414;HPO|51196|Autosomal recessive inheritance, Childhood onset, Diffuse mesangial sclerosis, Edema, Focal segmental glomerulosclerosis, Hypoalbuminemia, Nephrotic syndrome, Progressive, Proteinuria, Stage 5 chronic kidney disease
CDCA7L	CDCA7L	1.16546E+00	0	Transcription factor	BrainSpLMD|55536;Eurexp|euxassay_003467|adenohypophysis, epidermis, fundus region, glomeruli, hindgut, left lung, lobe, lumen, lung, marginal layer, midgut, neural retina, oesophagus, olfactory, pancreas, pharyngo-tympanic tube, respiratory, right lung, stomach, submandibular gland primordium, testis, thymus primordium, trachea, urethra, ventral grey horn, ventricular layer, vibrissa;BrainSpMouseDev|85297	OMIM|609685
PLSCR1	PLSCR1	1.16460E+00	7.55E-14	Integral membrane protein	BrainSpLMD|5359;Eurexp|euxassay_008744|calyces, hindgut, midgut, pelvis	OMIM|604170
DBI	DBI	1.16416E+00	0	Ligand	BrainSpLMD|1622;BrainSpMouseDev|12947	OMIM|125950
GATM	GATM	1.16107E+00	0	Enzyme: Amidinotransferase	BrainSpLMD|2628;Eurexp|euxassay_005674|diaphragm, footplate, frenulum, handplate, lower leg, paraxial mesenchyme, shoulder, skeletal muscle, upper arm, upper leg, vertebral axis muscle system	SFARI||Autism, No category;OMIM|602360;HPO|2628|Abnormality of creatine metabolism, Autism, Autosomal recessive inheritance, Delayed speech and language development, Failure to thrive, Global developmental delay, Infantile onset, Intellectual disability, Organic aciduria
ADCY3	ADCY3	1.16089E+00	0	Adenylate cyclase	BrainSpLMD|109;Eurexp|euxassay_018616|facial VII, olfactory, trigeminal V, ventral grey horn	SFARI||Autism, 3 - Suggestive evidence;OMIM|600291
SAPCD2	SAPCD2	1.16040E+00	1.78E-15	Unclassified	BrainSpLMD|89958	OMIM|612057
DOK5	DOK5	1.16021E+00	0	Adapter molecule	BrainSpLMD|55816	OMIM|608334
ARL6IP6	ARL6IP6	1.15942E+00	6.66E-16	Unclassified	BrainSpLMD|151188;Eurexp|euxassay_011620|olfactory, submandibular gland primordium, ventricular layer	OMIM|616495
JAM2	JAM2	1.15894E+00	0	Adhesion molecule	BrainSpLMD|58494	OMIM|606870
IQGAP2	IQGAP2	1.15856E+00	0	GTPase activating protein	BrainSpLMD|10788;Eurexp|euxassay_013405|adrenal gland, incisor, intervertebral disc, lobe, mandible, mesenchyme, metanephros, midgut, oesophagus, skeletal muscle, stomach, thymus primordium, ventricular layer, vertebral axis muscle system, vertebral cartilage condensation	OMIM|605401
GPX3	GPX3	1.15675E+00	0	Enzyme: Peroxidase	BrainSpLMD|2878;Eurexp|euxassay_003296|foregut-midgut junction, hindgut, incisor, left atrium, midgut, right atrium, stomach;BrainSpMouseDev|14554	OMIM|138321
CASC10	CASC10	1.15422E+00	0	Unclassified		
RFC3	RFC3	1.15301E+00	0	DNA binding protein	BrainSpLMD|5983;Eurexp|euxassay_010694|submandibular gland primordium, ventricular layer	OMIM|600405
PON2	PON2	1.15225E+00	0	Enzyme: Esterase	BrainSpLMD|5445	OMIM|602447;HPO|5445|Amyotrophic lateral sclerosis, Anxiety, Depressivity, Dyspnea, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Muscle cramps, Neurodegeneration, Pain, Paralysis, Respiratory failure, Skeletal muscle atrophy, Spasticity, Xerostomia
MCM3	MCM3	1.15203E+00	0	DNA binding protein	BrainSpLMD|4172;Eurexp|euxassay_001694|marginal layer, ventricular layer	OMIM|602693
STOX2	STOX2	1.15110E+00	0	Unclassified	Eurexp|euxassay_008526|ventricular layer	OMIM|617359
JPH1	JPH1	1.15065E+00	5.17E-14	Cell junction protein	BrainSpLMD|56704	OMIM|605266;HPO|56704|Areflexia, Autosomal dominant inheritance, Autosomal recessive inheritance, Axonal regeneration, Decreased motor nerve conduction velocity, Decreased number of peripheral myelinated nerve fibers, Distal amyotrophy, Distal muscle weakness, Distal sensory impairment, Heterogeneous, Infantile onset, Kyphoscoliosis, Proximal muscle weakness, Split hand, Talipes equinovarus
MYO1E	MYO1E	1.14973E+00	0	Motor protein	BrainSpLMD|4643	OMIM|601479;HPO|4643|Autosomal recessive inheritance, Chronic kidney disease, Edema, Focal segmental glomerulosclerosis, Hematuria, Hypoalbuminemia, Nephrotic syndrome, Progressive, Proteinuria, Tubular atrophy
CCDC15	CCDC15	1.14871E+00	4.45E-13	Unclassified	BrainSpLMD|80071	
ARHGEF6	ARHGEF6	1.14616E+00	4.40E-10	Guanine nucleotide exchange factor	BrainSpLMD|9459	OMIM|300267;HPO|9459|Intellectual disability, X-linked recessive inheritance
UCP2	UCP2	1.14569E+00	0	Transport/cargo protein	BrainSpLMD|7351;Eurexp|euxassay_010584|liver, olfactory, vibrissa, vomeronasal organ	OMIM|601693;HPO|7351|Abnormality of fatty-acid metabolism, Coma, Diarrhea, Hepatomegaly, Hyperhidrosis, Hyperinsulinemic hypoglycemia, Hypoketotic hypoglycemia, Lethargy, Neonatal hypoglycemia, Pallor, Pancreatic islet-cell hyperplasia, Progressive neurologic deterioration, Tachycardia, Vomiting
SOX3	SOX3	1.14507E+00	0	Transcription factor	BrainSpLMD|6658;Eurexp|euxassay_019627|ventricular layer;BrainSpMouseDev|20437	OMIM|313430;HPO|6658|Abnormal prolactin level, Abnormality of secondary sexual hair, Agenesis of corpus callosum, Ambiguous genitalia, Amenorrhea, Anterior pituitary hypoplasia, Aplasia/Hypoplasia of the breasts, Cleft palate, Cryptorchidism, Decreased circulating ACTH level, Decreased testicular size, Depressed nasal ridge, Fatigue, Global developmental delay, Growth hormone deficiency, Hemiplegia/hemiparesis, Hypoglycemia, Hypogonadotrophic hypogonadism, Hypoplasia of penis, Hypotension, Hypothyroidism, Infertility, Intellectual disability, mild, Male hypogonadism, Nystagmus, Panhypopituitarism, Pituitary dwarfism, Pituitary hypothyroidism, Polycystic ovaries, Seizures, Septo-optic dysplasia, Short stature, Strabismus, Visual impairment, X-linked inheritance
TDP1	TDP1	1.14333E+00	0	Enzyme: Phosphodiesterase	BrainSpLMD|55775	OMIM|607198;HPO|55775|Ataxia, Autosomal recessive inheritance, Distal amyotrophy, Peripheral axonal neuropathy, Pes cavus, Steppage gait
KIF4B	KIF4B	1.14219E+00	0	Motor protein		OMIM|609184
PIM1	PIM1	1.14095E+00	2.52E-10	Serine/threonine kinase	BrainSpLMD|5292	OMIM|164960;COSMIC||NHL
RFC2	RFC2	1.13902E+00	0	DNA binding protein	BrainSpLMD|5982	OMIM|600404;HPO|5982|Abdominal pain, Abnormality of dental enamel, Abnormality of extrapyramidal motor function, Abnormality of pelvic girdle bone morphology, Abnormality of the fingernails, Abnormality of the neck, Anxiety, Arthralgia, Attention deficit hyperactivity disorder, Autism, Blepharophimosis, Broad forehead, Cerebral ischemia, Chronic otitis media, Clinodactyly of the 5th finger, Coarse facial features, Colonic diverticula, Constipation, Dental malocclusion, Depressivity, Down-sloping shoulders, Dysgraphia, Dysmetria, Elevated serum creatine phosphokinase, Elfin facies, Epicanthus, Everted lower lip vermilion, Failure to thrive in infancy, Gait imbalance, Genu valgum, Hallux valgus, High forehead, High-grade hypermetropia, Hoarse voice, Hyperacusis, Hypercalcemia, Hypercalciuria, Hyperlordosis, Hyperreflexia, Hypodontia, Hypoplasia of the zygomatic bone, Hypoplastic toenails, Inguinal hernia, Insomnia, Intellectual disability, Joint stiffness, Kyphosis, Long philtrum, Low-set, posteriorly rotated ears, Macroglossia, Macrotia, Microcephaly, Microdontia, Micrognathia, Mitral regurgitation, Mitral valve prolapse, Muscular hypotonia, Narrow face, Nausea and vomiting, Nystagmus-induced head nodding, Obesity, Obsessive-compulsive behavior, Open bite, Overfriendliness, Pelvic kidney, Periorbital edema, Peripheral pulmonary artery stenosis, Pes planus, Phonophobia, Pointed chin, Proteinuria, Protruding ear, Pulmonic stenosis, Redundant skin, Renal insufficiency, Renovascular hypertension, Sacral dimple, Sensorineural hearing impairment, Short nose, Short stature, Spasticity, Strabismus, Stroke, Supravalvular aortic stenosis, Thick lower lip vermilion, Tremor, Visual impairment, Wide mouth, Wide nasal bridge
RRM1	RRM1	1.13640E+00	0	Cell cycle control protein	BrainSpLMD|6240;Eurexp|euxassay_018692|cortex, incisor, lobe, lung, mandible, marginal layer, mesenchyme, molar, neural retina, olfactory, submandibular gland primordium, thymus primordium, ventricular layer, vertebral axis muscle system, vibrissa	OMIM|180410
DNAJC1	DNAJC1	1.13299E+00	0	Chaperone	BrainSpLMD|64215	OMIM|611207
FGFR3	FGFR3	1.13271E+00	0	Receptor tyrosine kinase;Tyrosine kinase	BrainSpLMD|2261;Eurexp|euxassay_006120|embryo;BrainSpMouseDev|13961	OMIM|134934;COSMIC||bladder, MM, T-cell lymphoma, Hypochondroplasia, Thanatophoric dysplasia;HPO|2261|2-3 finger syndactyly, Abnormal form of the vertebral bodies, Abnormality of femur morphology, Abnormality of lower limb joint, Abnormality of metabolism/homeostasis, Abnormality of pelvic girdle bone morphology, Abnormality of the antihelix, Abnormality of the cervical spine, Abnormality of the clavicle, Abnormality of the elbow, Abnormality of the metacarpal bones, Abnormality of the metaphysis, Abnormality of the ribs, Absence of Stensen duct, Absent lacrimal punctum, Absent proximal phalanx of thumb, Absent radius, Acanthosis nigricans, Alacrima, Anteverted nares, Aplasia of the parotid gland, Aplasia/Hypoplasia of the cerebellum, Aplasia/Hypoplasia of the lungs, Aplasia/Hypoplasia of the mandible, Aplasia/hypoplasia of the extremities, Arachnodactyly, Arnold-Chiari malformation, Autosomal dominant inheritance, Autosomal recessive inheritance, Bilateral single transverse palmar creases, Bilateral triphalangeal thumbs, Blepharospasm, Bowing of the long bones, Brachycephaly, Brachydactyly, Brain atrophy, Brain stem compression, Broad femoral metaphyses, Broad forehead, Broad hallux, Camptodactyly of finger, Camptodactyly of toe, Capitate-hamate fusion, Carious teeth, Carpal synostosis, Central apnea, Childhood onset short-limb short stature, Choanal atresia, Chronic otitis media, Clinodactyly, Clinodactyly of the 5th finger, Cloverleaf skull, Cognitive impairment, Conductive hearing impairment, Cone-shaped epiphyses of the phalanges of the hand, Cone-shaped epiphysis, Conical incisor, Convex nasal ridge, Corneal perforation, Coronal craniosynostosis, Coronal hypospadias, Craniosynostosis, Cryptorchidism, Cupped ear, Dacryocystitis, Decreased fetal movement, Delayed cranial suture closure, Delayed eruption of primary teeth, Dental crowding, Dental malocclusion, Depressed nasal bridge, Diaphyseal thickening, Downslanted palpebral fissures, Enlarged cerebellum, Excessive wrinkled skin, External ear malformation, Facial asymmetry, Femoral bowing, Fibular bowing, Finger syndactyly, Flared metaphysis, Flat face, Frontal bossing, Generalized joint laxity, Generalized seizures, Genu varum, Global developmental delay, Gonadal dysgenesis, Hearing impairment, Hereditary nonpolyposis colorectal carcinoma, Heterotopia, High forehead, High palate, High, narrow palate, Hydrocephalus, Hyperextensible skin, Hyperhidrosis, Hyperlordosis, Hypertelorism, Hypodontia, Hypoplasia of dental enamel, Hypoplasia of the corpus callosum, Hypoplasia of the lacrimal puncta, Hypoplasia of the maxilla, Hypoplasia of the radius, Hypoplasia of the ulna, Hypoplastic ilia, Hypoplastic lacrimal duct, Increased intracranial pressure, Increased nuchal translucency, Increased vertebral height, Infantile muscular hypotonia, Inflammatory abnormality of the eye, Intellectual disability, Intellectual disability, profound, Intellectual disability, severe, Intrauterine growth retardation, Joint contracture of the hand, Joint hyperflexibility, Kyphosis, Lacrimal gland aplasia, Lacrimal gland hypoplasia, Lethal short-limbed short stature, Limited elbow extension, Limited hip extension, Long thorax, Low anterior hairline, Lumbar hyperlordosis, Lumbar kyphosis in infancy, Macrocephaly, Malar flattening, Megalencephaly, Melanocytic nevus, Mesomelia, Metaphyseal chondrodysplasia, Metaphyseal irregularity, Microcephaly, Micromelia, Microtia, Midface retrusion, Mixed hearing impairment, Motor delay, Muscular hypotonia, Narrow chest, Narrow internal auditory canal, Narrow palate, Narrow sacroiliac notch, Nasolacrimal duct obstruction, Neonatal death, Neonatal short-limb short stature, Neoplasm, Neoplasm of the stomach, Nephrosclerosis, Numerous nevi, Obesity, Obstructive sleep apnea, Open bite, Osteochondroma, Otitis media, Partial duplication of thumb phalanx, Pectus excavatum, Periorbital fullness, Plagiocephaly, Platyspondyly, Polyhydramnios, Preaxial polydactyly, Prominent crus of helix, Prominent nasal bridge, Proptosis, Ptosis, Radial deviation of finger, Radial deviation of the 3rd finger, Recurrent corneal erosions, Recurrent otitis media, Redundant skin, Renal agenesis, Renal cell carcinoma, Respiratory insufficiency, Rhizomelia, Scoliosis, Seizures, Sensorineural hearing impairment, Severe global developmental delay, Severe platyspondyly, Severe short stature, Short femoral neck, Short femur, Short foot, Short long bone, Short middle phalanx of finger, Short middle phalanx of toe, Short palm, Short ribs, Short sacroiliac notch, Short stature, Short thorax, Short toe, Skeletal dysplasia, Sleep apnea, Small abnormally formed scapulae, Small face, Small foramen magnum, Small thenar eminence, Somatic mutation, Spinal stenosis with reduced interpedicular distance, Split hand, Sporadic, Strabismus, Tall stature, Tarsal synostosis, Telecanthus, Teratoma, Thimble-shaped middle phalanges of hand, Tibial bowing, Transitional cell carcinoma of the bladder, Trident hand, Turricephaly, Underdeveloped supraorbital ridges, Upper airway obstruction, Uterine leiomyosarcoma, Ventriculomegaly, Visual field defect, Wide anterior fontanel, Wide-cupped costochondral junctions, Wormian bones, Xerostomia
APOLD1	APOLD1	1.13268E+00	0	Unclassified	BrainSpLMD|81575;Eurexp|euxassay_014175|ventricle	OMIM|612456
C19orf48	C19orf48	1.13134E+00	0	Unclassified	BrainSpLMD|84798	
RANGAP1	RANGAP1	1.12527E+00	0	GTPase activating protein	BrainSpLMD|5905;Eurexp|euxassay_018242|brain	OMIM|602362
SMAD3	SMAD3	1.12524E+00	2.52E-13	Transcription regulatory protein	BrainSpLMD|4088;Eurexp|euxassay_002759|dorsal grey horn, oesophagus, pharyngo-tympanic tube, submandibular gland primordium, ventricular layer, vibrissa;BrainSpMouseDev|16897	OMIM|603109;COSMIC||colorectal carcinoma, oral squamous cell carcinoma;HPO|4088|Abnormality of the iris, Abnormality of the sternum, Aortic aneurysm, Aortic dissection, Aortic regurgitation, Arachnodactyly, Arterial tortuosity, Ascending aortic dissection, Atrial fibrillation, Autosomal dominant inheritance, Bruising susceptibility, Camptodactyly, Cardiomegaly, Chest pain, Coronary artery disease, Cutis marmorata, Cystic medial necrosis of the aorta, Dental malocclusion, Descending aortic dissection, Dural ectasia, Exertional dyspnea, High palate, Hip osteoarthritis, Hypertelorism, Hypertension, Inguinal hernia, Intervertebral disc degeneration, Joint laxity, Knee osteoarthritis, Left ventricular failure, Left ventricular hypertrophy, Mitral regurgitation, Mitral valve prolapse, Osteochondritis Dissecans, Paroxysmal dyspnea, Pes planus, Protrusio acetabuli, Scoliosis, Spondylolisthesis, Striae distensae, Umbilical hernia, Uterine prolapse
LDLR	LDLR	1.12512E+00	0	Cell surface receptor	BrainSpLMD|3949;Eurexp|euxassay_010458|adrenal gland, cervical, cervico-thoracic, clavicle, hindgut, incisor, mandible, maxilla, metanephros, midgut, orbito-sphenoid, otic capsule, rib, submandibular gland primordium, thoracic, turbinate, ventral grey horn	OMIM|606945;HPO|3949|Abnormality of internal carotid artery, Angina pectoris, Aortic atherosclerosis, Autosomal dominant inheritance, Cerebral artery atherosclerosis, Corneal arcus, Coronary atherosclerosis, Dyspnea, Heart murmur, Hepatic steatosis, Hypercholesterolemia, Hyperlipidemia, Hypertension, Increased circulating low-density lipoprotein levels, Left ventricular failure, Myocardial infarction, Myocardial steatosis, Peripheral arterial stenosis, Precocious atherosclerosis, Premature arteriosclerosis, Premature coronary artery disease, Renal artery stenosis, Sudden cardiac death, Xanthelasma
LRRC17	LRRC17	1.12493E+00	6.18E-09	Unclassified	BrainSpLMD|10234	
PCBD2	PCBD2	1.12473E+00	4.44E-15	Enzyme: Dehydratase	BrainSpLMD|84105	OMIM|609836
RP1.104O17.1	RP1.104O17.1	1.12453E+00	0			
MPPED2	MPPED2	1.12435E+00	0	Enzyme: Hydrolase	BrainSpLMD|744;Eurexp|euxassay_014223|axial skeleton, head mesenchyme, rib, thyroid, ventricular layer	OMIM|600911
TIMELESS	TIMELESS	1.12360E+00	0	Transcription regulatory protein	BrainSpLMD|8914	OMIM|603887
NR2E1	NR2E1	1.11882E+00	0	Nuclear receptor	BrainSpLMD|7101;Eurexp|euxassay_007190|epidermis, olfactory, retina, ventricular layer;BrainSpMouseDev|21664	OMIM|603849
GPC4	GPC4	1.11819E+00	0	Integral membrane protein	BrainSpLMD|2239;Eurexp|euxassay_004882|aorta, bladder, clavicle, cochlea, diaphragm, dorsal grey horn, extrinsic ocular muscle, handplate, hindgut, lung, mandible, mantle layer, maxilla, maxillary division, medulla, mesenchyme, metanephros, midgut, pancreas, penis, pharyngo-tympanic tube, skeletal muscle, sternum, stomach, submandibular gland primordium, testis, thymus primordium, ventral grey horn, ventricular layer, vertebral axis muscle system	SFARI||Autism, 3 - Suggestive evidence;OMIM|300168;HPO|2239|2-3 finger syndactyly, Abnormal lung lobation, Abnormality of the helix, Abnormality of the ribs, Accelerated skeletal maturation, Agenesis of corpus callosum, Anteverted nares, Aplasia/Hypoplasia of the abdominal wall musculature, Arrhythmia, Atrial septal defect, Autosomal dominant inheritance, Birth length greater than 97th percentile, Broad foot, Broad palm, Broad secondary alveolar ridge, Broad thumb, Broad toe, Bundle branch block, Camptodactyly of finger, Cardiomyopathy, Cerebellar vermis hypoplasia, Cervical ribs, Cleft palate, Clinodactyly of the 5th finger, Coarse facial features, Congenital diaphragmatic hernia, Cryptorchidism, Death in infancy, Dental malocclusion, Depressed nasal bridge, Diastasis recti, Downslanted palpebral fissures, Duplication of renal pelvis, Enlarged kidney, Epicanthus, Finger syndactyly, Flared iliac wings, Generalized hypotonia, Hearing impairment, Hepatomegaly, Heterogeneous, High, narrow palate, Hydrocephalus, Hydronephrosis, Hydroureter, Hypertelorism, Hypoglycemia, Hypospadias, Increased IgE level, Inguinal hernia, Intestinal malrotation, Low-set, posteriorly rotated ears, Macrocephaly, Macroglossia, Mandibular prognathia, Meckel diverticulum, Multicystic kidney dysplasia, Nail dysplasia, Narrow sacroiliac notch, Nephroblastoma, Neurological speech impairment, Omphalocele, Pancreatic islet-cell hyperplasia, Patent ductus arteriosus, Pectus excavatum, Polyhydramnios, Polysplenia, Postaxial hand polydactyly, Posterior helix pit, Preauricular pit, Preauricular skin tag, Prolonged QT interval, Pulmonic stenosis, Renal cyst, Scoliosis, Short 2nd finger, Short distal phalanx of finger, Short foot, Short neck, Short nose, Short palm, Short sacroiliac notch, Short toe, Six lumbar vertebrae, Small nail, Somatic mutation, Splenomegaly, Submucous cleft lip, Supernumerary nipple, Talipes equinovarus, Tall stature, Toe syndactyly, Transposition of the great arteries, Two carpal ossification centers present at birth, Umbilical hernia, Ureteral duplication, Ventricular septal defect, Vertebral fusion, Vertebral segmentation defect, Webbed neck, Wide mouth, Wide nasal bridge, X-linked recessive inheritance
LATS2	LATS2	1.11704E+00	4.83E-13	Serine/threonine kinase	BrainSpLMD|26524	OMIM|604861
RP11.366L20.2	RP11.366L20.2	1.11622E+00	0			
ILK	ILK	1.11517E+00	0	Serine/threonine kinase	BrainSpLMD|3611	OMIM|602366
MGME1	MGME1	1.11421E+00	0	Unclassified	BrainSpLMD|92667	OMIM|615076;HPO|92667|Autosomal recessive inheritance, Dysphonia, Dyspnea, Easy fatigability, Elevated serum creatine phosphokinase, Exercise intolerance, Facial palsy, Generalized amyotrophy, Hypergonadotropic hypogonadism, Hyporeflexia, Kyphosis, Nasal speech, Progressive, Progressive external ophthalmoplegia, Proximal amyotrophy, Ptosis, Recurrent infections, Respiratory insufficiency, Spinal deformities, Spinal rigidity
MAST4	MAST4	1.10647E+00	0	Unclassified	BrainSpLMD|375449;Eurexp|euxassay_011099|mantle layer, marginal layer, thymus primordium, ventral grey horn	
EIF2B4	EIF2B4	1.10453E+00	0.000881248	Translation regulatory protein	BrainSpLMD|8890	OMIM|606687;HPO|8890|Autosomal recessive inheritance, CNS demyelination, Cerebral hypomyelination, Cessation of head growth, Decreased circulating progesterone, Delusions, Developmental regression, Dysarthria, Emotional lability, Generalized hypotonia, Juvenile onset, Lethargy, Leukoencephalopathy, Macrocephaly, Memory impairment, Optic atrophy, Personality changes, Premature ovarian insufficiency, Primary gonadal insufficiency, Secondary amenorrhea, Seizures, Spasticity, Unsteady gait
GCA	GCA	1.10339E+00	0	Calcium binding protein	BrainSpLMD|25801;Eurexp|euxassay_012524|ventricular layer	OMIM|607030
ELOVL2	ELOVL2	1.10291E+00	0	Unclassified	BrainSpLMD|54898;Eurexp|euxassay_006217|adenohypophysis, brain, calyces, cervical, cervico-thoracic, left, olfactory, right, spinal cord, thoracic, thyroid	OMIM|611814
CIDECP	CIDECP	1.10236E+00	6.86E-11		BrainSpLMD|152302	
PBXIP1	PBXIP1	1.10169E+00	1.16E-12	Transcription regulatory protein	BrainSpLMD|57326;Eurexp|euxassay_012529|choroid invagination, choroid plexus, diaphragm, floor plate, floorplate, midgut, skeletal muscle, stomach, ventricle, ventricular layer;BrainSpMouseDev|86886	
MZT1	MZT1	1.10026E+00	0	Unclassified		OMIM|613448
TGIF2	TGIF2	1.09998E+00	0	Transcription factor	BrainSpLMD|60436;Eurexp|euxassay_019508|axial skeleton, cornea, epithelium, incisor, lung, marginal layer, metanephros, molar, neural retina, oesophagus, olfactory, phalanx, pharyngo-tympanic tube, submandibular gland primordium, thymus primordium, thyroid, ventricular layer, vertebral axis muscle system, vibrissa;BrainSpMouseDev|86790	OMIM|607294
ZFP36L2	ZFP36L2	1.09882E+00	0	Transcription factor	BrainSpLMD|678	OMIM|612053
MTHFD2	MTHFD2	1.09420E+00	0	Enzyme: Dehydrogenase	BrainSpLMD|10797	OMIM|604887
VSIG10	VSIG10	1.09043E+00	0	Unclassified	BrainSpLMD|54621	
TMEM67	TMEM67	1.08925E+00	0	Unclassified	BrainSpLMD|91147	OMIM|609884;HPO|91147|Anemia, Anteverted nares, Aplasia/Hypoplasia of the cerebellum, Aplasia/Hypoplasia of the iris, Apnea, Ataxia, Autosomal recessive inheritance, Bile duct proliferation, Biparietal narrowing, Blindness, Breathing dysregulation, Cataract, Cerebellar vermis hypoplasia, Chorioretinal abnormality, Chorioretinal coloboma, Cirrhosis, Cleft palate, Coloboma, Congenital hepatic fibrosis, Cryptorchidism, Depressed nasal ridge, Elevated hepatic transaminases, Elongated superior cerebellar peduncle, Encephalocele, Enlarged fossa interpeduncularis, Episodic tachypnea, Feeding difficulties in infancy, Full cheeks, Gait disturbance, Generalized hypotonia, Global developmental delay, Growth delay, Hepatic fibrosis, Hepatomegaly, Heterogeneous, Hyperreflexia, Hypertelorism, Infantile onset, Intellectual disability, Intellectual disability, moderate, Intrahepatic biliary atresia, Iris coloboma, Lobar holoprosencephaly, Long face, Low-set, posteriorly rotated ears, Microcephaly, Microcornea, Micrognathia, Microphthalmia, Molar tooth sign on MRI, Multicystic kidney dysplasia, Multiple small medullary renal cysts, Muscular hypotonia, Nephronophthisis, Nephropathy, Nystagmus, Occipital encephalocele, Oculomotor apraxia, Oligohydramnios, Optic atrophy, Optic nerve coloboma, Polydactyly, Polydipsia, Polyuria, Portal hypertension, Postaxial foot polydactyly, Postaxial hand polydactyly, Ptosis, Renal corticomedullary cysts, Renal insufficiency, Retinal degeneration, Round face, Sclerocornea, Sloping forehead, Spasticity, Splenomegaly, Stage 5 chronic kidney disease, Talipes, Thickened superior cerebellar peduncle, Tubular atrophy, Tubular basement membrane disintegration, Visual impairment, Wide mouth
DENND1A	DENND1A	1.08924E+00	0	Unclassified	BrainSpLMD|57706	OMIM|613633
PRUNE2	PRUNE2	1.08869E+00	1.40E-09	Unclassified	BrainSpLMD|158471;Eurexp|euxassay_011113|diaphragm, dorsal root ganglion, facial VII, floor plate, floorplate, footplate, glossopharyngeal IX, handplate, mantle layer, marginal layer, medulla, midgut, neural retina, oesophagus, olfactory, paraxial mesenchyme, rest of mesenchyme, skeletal muscle, stomach, tegmentum, thymus primordium, trigeminal V, vagus X, ventral grey horn, vertebral axis muscle system, vestibulocochlear VIII, vomeronasal organ	SFARI||Autism, No category;OMIM|610691
